"state","name","category","total_liabilities","bonds_outstanding","compensated_absences","leases","loans_outstanding","net_pension_liability","net_opeb_liability"
"TN","South Fulton","General Purpose",2234061,0,125951,62839,0,0,0
"TX","Smithville","General Purpose",10992400,6524919,106478,2419774,0,562384,222291
"TN","Wartburg","General Purpose",1279595,385359,0,95512,484291,0,0
"TX","Belton","General Purpose",35945836,30682702,1279948,0,0,1686655,457023
"TN","New Tazewell","General Purpose",27103,0,0,0,0,0,0
"TX","Victoria County","General Purpose",43311737,20820289,1942798,87290,0,13778737,1663830
"TX","Lewisville","General Purpose",280760622,173638346,10837716,0,0,36162501,931508
"TN","Winchester","General Purpose",15501526,7080000,322038,0,34374,0,313844
"TN","Petersburg","General Purpose",286015,0,0,0,260271,0,0
"TX","Coppell","General Purpose",190598592,148060669,3840485,0,0,17571466,3326807
"TX","Lancaster","General Purpose",104495391,77114578,3525687,840049,0,11577744,2073367
"TN","Fayetteville","General Purpose",65120716,33055095,1687736,0,16932608,52676,3394567
"TX","Sachse","General Purpose",64629314,52072274,815092,0,0,4657840,410185
"TX","Addison","General Purpose",143755499,69346000,1294000,0,0,3017000,4540000
"TN","Red Boiling Springs","General Purpose",763529,0,0,0,432091,23,0
"TX","University Park","General Purpose",24158197,0,3469998,0,0,14474809,1479385
"TX","Wylie","General Purpose",115705852,82350719,2916478,3875733,0,14110422,541037
"TX","Trophy Club","General Purpose",50795626,47334449,345989,0,0,1390780,311242
"TN","Collegedale","General Purpose",11123128,7218000,319773,0,0,179271,1049065
"TX","Waxahachie","General Purpose",181785708,144426247,3901898,2289265,0,18354653,696538
"CA","Ripon Unified School District","School District",76267430,35494851,138481,0,0,32326065,3327100
"TN","Rockford","General Purpose",1285,0,0,0,0,0,0
"TX","Savoy","General Purpose",2845129,2650000,0,0,0,0,0
"TN","Rockwood","General Purpose",24310740,14409397,0,755403,239056,0,1210328
"TN","Silerton","General Purpose",234,0,0,0,0,0,0
"TX","Baytown","General Purpose",371636554,203253986,16168818,621452,0,54247128,73699111
"TN","Maury","General Purpose",802348,0,10451,36195,142011,0,0
"TX","La Marque","General Purpose",44945802,27814455,1910268,494592,2845000,5175069,1282478
"TX","Stafford","General Purpose",28092455,8824637,1496593,2591999,0,3021728,519135
"TN","Newport","General Purpose",96647496,75844270,1740446,810075,221738,1509501,2173071
"TX","Stephenville","General Purpose",46954847,39732827,701370,2622750,0,0,568661
"TX","Jacinto City","General Purpose",4157549,960258,64287,184280,0,522453,1455095
"TX","Greenville","General Purpose",108727495,79065575,4712859,481505,0,18686930,1558516
"TX","Jersey","General Purpose",17068020,10340871,643750,0,0,2884922,356537
"TX","Texas City","General Purpose",88749282,34692401,4958291,61917,0,35068965,3176227
"TX","Vinton","General Purpose",20021487,8485000,39039,0,9881246,0,0
"TX","Kaufman","General Purpose",48369985,23134867,132396,411044,0,1377626,156034
"TX","Nassau Bay","General Purpose",12561297,8005000,348989,100205,0,2168189,151419
"TX","La Porte","General Purpose",123093152,33025472,3652613,0,0,12610922,60048785
"TX","Big Spring","General Purpose",59811939,17178262,2333021,3155074,0,21165659,5899900
"TX","Deer Park","General Purpose",118008179,73199220,1586498,1560135,0,6868243,27097003
"TX","Humble","General Purpose",25901622,3116518,1326211,0,0,5781957,11703703
"TX","Orange Grove","General Purpose",1946765,985000,0,0,0,0,19122
"TX","Edinburg","General Purpose",264514571,147107747,4973781,16502766,0,28452895,29419447
"TX","Nederland","General Purpose",27208819,20855259,851455,0,0,0,1554849
"TX","West University Place","General Purpose",67906577,54847936,1444782,0,0,5565768,3434555
"TX","Shallowater","General Purpose",8186697,4730000,90308,0,0,0,36232
"TX","Granbury","General Purpose",151163905,133643428,831092,2343786,44056,6916071,593542
"TX","Refugio","General Purpose",5599440,4378000,35195,0,0,0,0
"TX","Buffalo","General Purpose",5678800,5144831,35900,0,0,0,71917
"TX","Cotulla","General Purpose",22553897,20783000,127489,553531,0,365847,111475
"IL","Muddy","General Purpose",272033,0,0,0,0,0,0
"TX","Mineral Wells","General Purpose",37574751,30136077,197836,62079,1737668,1174048,620152
"CA","North County Transit District","Special District",131051795,0,1029236,0,0,41302949,4937130
"TX","Sweetwater","General Purpose",25825021,12296695,1006491,747105,0,9632799,424085
"TX","Grapevine","General Purpose",314940374,168240828,4834233,0,0,36605329,75606568
"TX","Lakeway","General Purpose",38107440,31108279,517081,0,0,3854422,379448
"TX","River Oaks","General Purpose",17525863,14551985,217478,0,0,1143525,237223
"TX","Southlake","General Purpose",139269265,115195505,1674397,0,0,9437430,1189397
"TX","Haslet","General Purpose",14971025,10118710,99090,0,0,0,54211
"TX","San Angelo","General Purpose",522951633,265111931,14865599,0,0,78539754,96437448
"TX","Tye","General Purpose",4054613,3036000,10406,265276,0,136385,41093
"IL","New Grand Chain","General Purpose",131399,130000,0,0,1012,0,0
"TX","Raymondville","General Purpose",13221834,9929475,0,1509902,0,0,0
"UT","Corinne","General Purpose",2265254,2171243,0,0,0,49437,0
"TX","Benbrook","General Purpose",16446841,3985000,1585770,0,0,5424928,2607663
"UT","Box Elder County","General Purpose",13764053,0,708926,0,425000,4933748,0
"TX","Westworth","General Purpose",11223805,7428743,71107,287528,0,371295,99908
"UT","Kane County","General Purpose",15069463,9081652,635657,0,0,2780388,0
"UT","Garfield County","General Purpose",7729240,1045101,0,0,0,2061152,0
"TX","Wharton","General Purpose",23335315,17952640,409358,0,0,89276,291620
"UT","Centerville","General Purpose",9809260,2350204,653689,1890000,0,1817739,0
"UT","Coalville","General Purpose",9798740,9451683,15720,40823,0,106596,0
"UT","Levan","General Purpose",530971,259000,125382,0,0,53668,0
"UT","Perry","General Purpose",8964403,7516000,55484,242597,0,445671,0
"UT","Wasatch County","General Purpose",21367092,12222497,1166023,0,0,5791619,0
"CA","Coachella Valley Association of Governments","Special District",45658568,21156320,141765,0,0,2457681,0
"UT","American Fork","General Purpose",64030505,48978327,998731,2745833,0,3103077,0
"UT","Eagle Mountain","General Purpose",53292703,21833002,305907,169255,0,1040059,0
"UT","Kaysville","General Purpose",18399750,8784000,762032,711770,0,2892636,0
"UT","Glendale","General Purpose",1402778,209541,0,0,0,0,0
"UT","Tropic","General Purpose",3344704,2973000,0,0,0,0,0
"UT","Newton","General Purpose",156568,0,0,0,0,0,0
"UT","Mapleton","General Purpose",10580483,7925536,188118,66116,0,919694,0
"UT","Laketown","General Purpose",1115469,0,0,0,0,0,0
"UT","Elsinore","General Purpose",3088710,808271,0,0,0,0,0
"UT","Iron County","General Purpose",20249796,5531844,861280,0,0,4543945,0
"UT","Midway","General Purpose",7744611,5228027,71761,0,0,264133,0
"UT","Ferron","General Purpose",723306,545000,7845,0,0,41742,0
"VT","St. Albans","General Purpose",56509329,37481308,724664,122133,2250000,5626892,0
"UT","Fillmore","General Purpose",4364047,3172000,36863,0,0,151342,0
"UT","Central Valley","General Purpose",2618906,1257129,0,0,0,0,0
"UT","Junction","General Purpose",409000,409000,0,0,0,0,0
"VT","Ludlow","General Purpose",4697296,3131627,28023,0,0,175708,0
"UT","Virgin","General Purpose",511233,173167,11724,0,0,0,0
"VT","Lyndonville","General Purpose",3878797,1362660,0,0,0,128897,0
"UT","Syracuse","General Purpose",19742682,13817000,869197,0,0,1908788,0
"UT","Millcreek","General Purpose",23742898,21663275,246138,0,0,648162,0
"UT","Richmond","General Purpose",4798501,4459179,9742,0,0,103635,0
"VT","South Burlington","General Purpose",60890704,38366042,1021513,0,0,9625360,0
"UT","Salina","General Purpose",7010642,6467833,29341,0,0,245037,0
"UT","West Point","General Purpose",4694689,937000,78037,0,0,274149,0
"UT","Sandy","General Purpose",131923304,84654000,5373715,0,0,9690420,0
"UT","Grantsville","General Purpose",16714513,14266512,180100,0,0,937556,0
"UT","Vernal","General Purpose",18932198,15937490,274132,0,0,1788933,0
"UT","Salem","General Purpose",39101581,29398742,170085,293625,1365411,1112482,0
"UT","Randolph","General Purpose",0,0,0,0,0,0,0
"VA","Isle of Wight County","General Purpose",164144472,139900880,1880653,1363370,0,4532926,2310540
"VA","Appomattox County","General Purpose",25550929,15418336,251531,0,0,5145132,916644
"VA","Henrico County","General Purpose",1585579456,970010689,28117780,88129894,0,202467470,69602143
"VA","Essex County","General Purpose",24960944,22304003,392696,303933,0,0,373781
"VA","Alleghany County","General Purpose",32340964,13343765,437854,8868326,1500000,5473387,639126
"VA","Northampton County","General Purpose",57785802,47841203,826448,0,24260,963720,1878700
"VA","Gloucester County","General Purpose",63114117,37805013,2132478,185998,0,5998508,6360036
"VA","Pearisburg","General Purpose",9470918,4001837,184317,0,0,1485800,2029695
"VA","Blacksburg","General Purpose",61248193,23600705,2736061,17018,0,18098225,10695630
"VA","Warrenton","General Purpose",29989528,22409000,817041,165782,0,3354786,488994
"VA","West Point","General Purpose",6755473,4782404,145073,17433,0,196142,130669
"VA","Arlington County","General Purpose",1901383410,1289385595,40151166,11772111,156079292,0,162071917
"VA","White Stone","General Purpose",1438516,1257000,0,0,0,0,0
"VA","Front Royal","General Purpose",67370856,49677387,1321226,0,123186,7915636,2344266
"VA","Frederick County","General Purpose",278129742,165426991,4891727,7416308,1480526,14998353,55725882
"IL","Olmsted","General Purpose",400904,246000,0,0,145442,0,0
"WA","Clallam County","General Purpose",0,0,3169045,0,9917675,0,0
"VA","Loudoun County","General Purpose",2693348240,1219786141,33094376,643363204,0,133861541,60669020
"VA","Franklin","General Purpose",37386650,23647837,770839,24810,0,4661627,4503645
"VA","Bristol","General Purpose",161380034,107695742,1887536,4186649,0,21520496,6782019
"VA","Powhatan County","General Purpose",131221240,119797062,948999,1630626,0,2986158,3171393
"VA","Virginia Beach","General Purpose",2174515595,1383608358,50506959,0,0,417692180,103615930
"VA","Lynchburg","General Purpose",602285935,390984200,5474186,0,0,106357956,59630863
"VA","Carroll County","General Purpose",36446661,22546331,851627,649706,1042327,6009532,581018
"VA","Fredericksburg","General Purpose",173429103,107990780,4462581,0,0,26169703,17179168
"VA","Wakefield","General Purpose",436257,0,12957,0,0,0,0
"VA","Rockbridge County","General Purpose",75767346,54372612,481358,4923149,360000,4254462,720743
"WA","Othello","General Purpose",0,4203663,0,0,0,0,0
"VA","Manassas","General Purpose",218491646,151986322,4594860,0,0,26468071,15751672
"VA","Woodstock","General Purpose",24221551,18731352,467025,120404,0,2757312,1766981
"VA","Brunswick County","General Purpose",23859822,12685106,655402,1909000,0,4147418,1289201
"CA","River Delta Unified School District","School District",47891025,16271792,221730,858019,0,23167000,5732002
"VA","Petersburg","General Purpose",102355929,55434010,2063253,3993107,100000,17452689,8003661
"WA","Forks","General Purpose",0,1864994,110195,105375,0,309009,347892
"VA","New Kent County","General Purpose",71821912,60963753,1226470,951774,0,2564857,847015
"WA","Pend Oreille County","General Purpose",0,0,0,0,0,0,0
"VA","Winchester","General Purpose",261115054,225470948,2755617,0,0,11110300,9385611
"VA","Wise","General Purpose",4408284,1620782,138745,0,0,1251435,707861
"VA","Southampton County","General Purpose",70666280,50003627,720272,314910,4672134,5459813,612608
"WA","Tukwila","General Purpose",178268430,140289357,4104911,0,0,5885409,7622718
"VA","Surry County","General Purpose",25898667,20298675,283975,0,0,1933714,448623
"VA","Martinsville","General Purpose",71043743,17678870,822844,7434500,0,23520962,4528675
"VA","Richmond County","General Purpose",20904187,16864832,176920,292713,93744,733983,406019
"WA","Clark County","General Purpose",217443583,64728814,15874101,4296328,13541052,34594809,25493325
"MI","Alpena Township","General Purpose",6682727,1200000,65700,3266,0,0,0
"WV","Moorefield","General Purpose",14903753,13877472,27116,472500,0,0,0
"WA","Kirkland","General Purpose",91332266,34113333,4670981,0,3378043,12226121,16064016
"WA","Shoreline","General Purpose",70514139,33054962,1425409,0,326475,5429646,0
"WV","Jackson County","General Purpose",3625757,319908,205640,217583,0,737282,2100005
"WV","Huntington","General Purpose",295233512,4668408,1633533,2385159,643951,153738051,105469725
"WA","Yelm","General Purpose",0,15701215,0,0,0,0,0
"WV","Pocahontas County","General Purpose",1713800,0,153513,0,0,348818,1117322
"WA","Walla Walla","General Purpose",98923197,31291571,2413978,84636,25356143,7427963,20745315
"WV","Berkeley County","General Purpose",35827429,28908412,945060,1863724,0,2796945,645169
"WV","Wayne County","General Purpose",11623838,3089620,245218,0,0,739825,6508577
"WV","Monongah","General Purpose",11654587,10669749,34289,0,0,46124,105602
"WV","Nicholas County","General Purpose",2187004,0,226916,0,0,564170,1219682
"WV","Kanawha County","General Purpose",30779875,19009486,2377626,61842,0,4321020,2788048
"WV","Jefferson County","General Purpose",5352530,0,923668,0,0,1851685,1699486
"WA","Cle Elum","General Purpose",0,3076854,0,0,0,355691,428699
"WA","Marysville","General Purpose",134637000,109841901,2541458,0,3883913,6565357,3864599
"IL","Okawville","General Purpose",78586,0,0,0,78324,0,0
"MI","Chocolay Charter Township","General Purpose",364158,165178,125163,0,0,0,0
"WV","Marion County","General Purpose",4544440,0,493811,0,0,1314960,2639375
"WA","Yakima","General Purpose",180347112,51284715,11176030,3191844,18887004,21154836,53106230
"WI","Langlade County","General Purpose",9756392,0,909978,0,0,0,1377969
"WV","Ohio County","General Purpose",175097491,164988876,778518,5748118,0,1303279,1023416
"WV","Randolph County","General Purpose",6760245,3669509,231862,86241,0,610235,1370530
"WA","Colville","General Purpose",0,7052607,0,0,0,652958,947660
"WV","Hancock County","General Purpose",3011044,0,398540,0,0,1013993,1455211
"WV","Mercer County","General Purpose",7195089,3274690,238659,0,0,1170881,2276604
"WV","Fairmont","General Purpose",121871094,35232827,1909862,0,0,80582346,2201795
"WI","Ashwaubenon","General Purpose",70996489,66190771,2842717,0,0,0,0
"OR","North Bay Rural Fire Protection District","Special District",5323,0,0,0,0,0,0
"WV","Upshur County","General Purpose",4358530,0,224907,1047936,0,569608,2291869
"WV","Wyoming County","General Purpose",3045639,0,227847,430087,0,632367,1447036
"WI","Portage","General Purpose",30408382,25820379,1172655,0,0,0,0
"WI","Fall Creek","General Purpose",5858014,1882152,29703,0,0,0,28517
"WI","Barron County","General Purpose",41426112,26727561,2788215,0,0,0,1368822
"IL","Patoka","General Purpose",925,0,0,0,0,0,0
"WI","Washburn County","General Purpose",22058166,13681572,1399699,1619466,0,0,1430010
"WI","Waunakee","General Purpose",49117567,41931342,1722260,0,1008548,0,813041
"WI","Lowell","General Purpose",1762348,1108719,0,0,499000,0,0
"IL","Paw Paw","General Purpose",446242,0,0,0,223613,0,0
"WI","Cassville","General Purpose",1555370,926682,20485,0,340357,0,0
"WI","Waupun","General Purpose",25893018,17810186,674926,180212,2054528,0,1747082
"WI","Pierce County","General Purpose",33235823,16596508,2953588,67206,0,0,2369938
"WI","Tennyson","General Purpose",2254100,1819000,0,0,0,0,0
"WI","Oconto County","General Purpose",28933113,19274712,987615,0,0,0,3144328
"WI","Darlington","General Purpose",6782293,4738520,110222,0,0,0,289061
"LA","Hodge Combined Utility Company","Special District",7099722,0,0,0,0,0,0
"WI","Chippewa County","General Purpose",27527774,0,2720067,0,0,0,3099733
"WI","Appleton","General Purpose",221893956,111637879,9050704,0,0,0,5720026
"WI","St. Croix County","General Purpose",75807768,52277857,4386560,0,0,0,1296926
"WI","Little Chute","General Purpose",40418981,33996134,489937,0,0,170971,1840070
"WI","Manitowoc","General Purpose",120447947,39563945,8197521,650756,0,6822778,2740082
"WI","Winnebago County","General Purpose",85159198,35473886,7909718,0,0,0,9808763
"WI","Reedsville","General Purpose",5266367,1828203,0,0,0,0,0
"KY","Lexington-Fayette Urban County Housing Authority","Special District",13337876,0,519545,0,0,8801927,2104444
"WI","Merrill","General Purpose",29201983,22305114,881627,0,0,0,572497
"WI","Tigerton","General Purpose",478305,0,0,0,0,0,0
"WI","Blanchardville","General Purpose",3201739,2587881,0,9517,0,0,0
"MS","Regional Commission for Region Number 10","Special District",37412397,0,566595,0,0,36781811,0
"CA","La Palma","General Purpose",24477730,0,534019,0,0,16954185,749370
"WI","Clear Lake","General Purpose",13644681,0,12750,9861,0,0,0
"WI","Sheboygan Falls","General Purpose",19919580,8225000,254101,0,2627814,0,0
"WI","Muskego","General Purpose",48469024,0,2337883,0,39298530,0,627662
"WY","Washakie County","General Purpose",3020200,0,86318,0,0,2487052,0
"WI","West Bend","General Purpose",73046519,38159802,3947904,1420239,96375,0,13861186
"WI","Sussex","General Purpose",68968667,56336391,378243,0,780374,0,0
"CA","Contra Costa Transportation Authority","Special District",598146000,511105000,0,0,0,65000,0
"WY","Weston County","General Purpose",2900998,0,59159,0,0,2477787,0
"OR","Lane Transit District","Special District",47030636,0,2551529,0,0,21819847,11873234
"WY","Sheridan","General Purpose",64666609,400000,1638846,1943977,0,30927372,0
"WY","Big Horn County","General Purpose",7535590,0,222646,2659583,158899,2642403,0
"WY","Park County","General Purpose",14587032,0,516084,0,0,9175215,0
"TN","Greater Dickson Gas Authority","Special District",16278265,9963654,1461161,0,0,0,390622
"WY","Campbell County","General Purpose",69113679,0,0,699636,155636,34889725,2456217
"OR","Sandy Rural Fire Protection District","Special District",2850144,0,211798,0,0,2347214,132402
"WY","Thayne","General Purpose",1381429,0,12440,0,0,615867,0
"WY","Crook County","General Purpose",3690952,0,106654,0,0,3442986,0
"CA","Paradise Elementary School District","School District",2778333,305000,0,0,0,1821623,366415
"TN","Tennessee Interlocal Solid Waste Authority","Special District",747422,0,0,0,0,0,0
"OR","Rogue Valley Sewer Services","Special District",3857785,2466091,487360,0,0,0,0
"TX","Drainage District No 6 Jefferson County","Special District",27498450,0,964421,0,0,3760662,22261501
"FL","Sarasota Manatee Airport Authority","Special District",11210690,0,0,0,0,5809631,0
"TN","Hallsdale Powell Utility District","Special District",167472199,107514870,549168,0,0,595327,0
"CA","Paradise Unified School District","School District",55312454,0,170719,0,0,34923610,6786346
"AL","Alabama Drinking Water Finance Authority","Special District",94547453,29069181,0,0,65315532,0,0
"CA","Travis Unified School District","School District",109421722,0,414220,13238941,0,63108281,2168479
"IL","Aurora Housing Authority","Special District",431371,0,77118,12315,0,0,0
"PA","Washington County Housing Authority","Special District",3895155,0,282515,1076117,1806850,0,0
"IL","Schuyler Hospital District","Special District",6123764,0,0,0,0,1621047,2033802
"TN","Public Building Authority of Knox County and Knoxville","Special District",3652249,0,613130,0,0,0,0
"RI","Housing Authority of the City of Newport","Special District",10779977,0,256081,1951341,0,3404098,4291641
"OR","Southern Coos Health District","Special District",21973103,3131488,474329,0,3638757,0,0
"LA","Jefferson Parish Sheriff","Special District",104640635,1550000,1885948,2610940,0,48484630,33384104
"MA","Lynn Housing Authority","Special District",40410810,0,561991,5575000,0,18442000,11594573
"WA","Housing Authority of Thurston County","Special District",17136916,9108132,239265,0,1467800,636470,1504207
"TN","Bi-County Solid Waste Management System","Special District",23327453,4580277,310560,0,0,0,2404252
"MI","Sanilac County Community Mental Health Authority","Special District",6384141,0,407733,0,0,0,0
"NY","Capital District Transportation Authority","Special District",136948395,0,0,4723161,0,1616083,105346823
"SD","Pennington County Housing and Redevelopment Commission","Special District",3255624,0,283061,0,2294093,0,0
"TX","Housing Authority of the City of  Copperas Cove","Special District",612919,0,0,0,0,0,0
"MO","Lafayette County Housing Authority","Special District",8404,0,0,0,0,0,0
"PA","Housing Authority of the County of Dauphin","Special District",2610962,0,124928,0,1748355,0,0
"AL","Alabama Water Pollution Control Authority","Special District",134601170,21744654,0,0,0,0,0
"CA","Gold Coast Transit District","Special District",42837679,0,970810,0,0,13210623,112133
"IL","St. Clair County Housing Authority","Special District",1512687,0,203747,0,0,0,0
"TN","Board of Public Utilities City of Paris","Special District",43434291,8128266,730812,0,0,6701073,519983
"FL","Sanford Airport Authority","Special District",61392623,0,355720,0,0,10501473,246003
"CA","Foothill Transit Authority","Special District",79112904,0,0,0,0,0,0
"IL","Bloomington-Normal Water Reclamation District","Special District",23752452,0,116239,0,23159199,0,0
"IL","Central Lake County Joint Action Water Agency","Special District",99076345,43625140,348784,0,53219027,18206,0
"OH","Portsmouth Metropolitan Housing Authority","Special District",16295083,0,259100,0,6944863,2804552,1938598
"AZ","Housing Authority of the City of Yuma","Special District",3739486,0,37884,0,0,2515811,0
"OR","Sisters Camp Sherman Rural Fire Protection District","Special District",5584084,1405000,113277,0,0,3878578,139840
"IN","Fort Wayne-Allen County Airport Authority","Special District",12067093,2973714,733399,0,0,2340806,1054021
"CA","Housing Authority of the City of Benicia","Special District",11919637,0,70763,0,0,966852,3065016
"PA","Centre Area Transportation Authority","Special District",14703199,0,386012,209622,2500000,0,0
"OR","Southwestern Polk Rural Fire Protection District","Special District",5199627,5199627,0,0,0,0,0
"CA","Housing Authority of the City of Livermore","Special District",4477325,0,75143,0,0,1490089,0
"OH","Ohio Petroleum Underground Storage Tank Release Compensation Board","Special District",49304814,0,0,0,0,1211242,848646
"KY","Transit Authority of River City","Special District",137526398,0,3523982,397920,0,94071317,22204681
"CT","First Taxing District City of Norwalk","Special District",20794965,0,179759,0,10112918,2894066,6973943
"LA","Housing Authority of the City of Shreveport","Special District",1987964,0,114094,144000,0,0,0
"CA","South Tahoe Public Utility District","Special District",73093642,0,3349636,0,49727488,10859922,0
"OK","Durant","General Purpose",40911281,0,1543294,348168,0,7532700,0
"AR","Jonesboro Urban Renewal and Housing Authority","Special District",644641,0,63862,0,0,0,0
"IL","Dolton School District 149","School District",50492195,18425000,55817,0,0,5911526,23627126
"MI","Shiawassee County Community Mental Health Authority","Special District",9556813,0,485868,2589484,22857,3543977,0
"CT","Housing Authority of the City of Bristol","Special District",7584271,0,55560,2523544,0,2434298,19235
"MI","St Joseph County Community Mental Health Services","Special District",4252675,0,282018,0,1271063,0,0
"MN","Housing and Redevelopment Authority of Duluth","Special District",6708346,0,0,415105,0,0,0
"AL","The Housing Authority of the City of Opelika","Special District",1901819,0,162164,0,0,0,0
"AL","The Housing Authority of the City of Decatur","Special District",647045,0,225383,0,0,0,0
"CT","Second Taxing District City of Norwalk Connecticut","Special District",31231634,7000000,373547,0,11422858,3782577,3087568
"FL","Northwest Florida Regional Housing Authority","Special District",1841260,0,216342,0,0,1227905,0
"MN","Dakota County Community Development Agency","Special District",98850888,77089030,1111669,0,0,0,0
"CT","New Haven Parking Authority","Special District",9884282,4196000,0,0,0,0,0
"FL","Housing Authority of the City of Titusville","Special District",414741,0,201314,0,0,0,0
"MS","Jackson Municipal Airport Authority","Special District",48935448,28065000,0,0,0,17190648,0
"FL","Coral Springs Improvement District","Special District",39203976,36975000,618233,0,0,0,126377
"AL","The Mcclellan Development Authority Inc","Special District",294887,0,25880,0,0,0,0
"IA","Des Moines Area Regional Transit Authority","Special District",20052415,0,0,5935727,0,11356809,0
"FL","Jacksonville Transportation Authority","Special District",286175337,103270021,2405301,0,0,22509898,192360
"IN","Housing Authority of the City of Elkhart","Special District",465339,0,0,0,0,0,0
"MT","Housing Authority of Billings","Special District",4416712,0,182100,0,0,1539703,0
"KY","Housing Authority of Paducah","Special District",7896950,1715000,37583,910459,0,3206155,766568
"GA","Brunswick Housing Authority","Special District",2411546,0,14484,0,0,0,0
"MA","Haverhill Housing Authority","Special District",6165498,0,95048,0,0,2757480,2818872
"NE","Gothenburg Hospital District","Special District",41886548,0,0,1027986,1664600,0,0
"OH","Lorain Metropolitan Housing Authority","Special District",12453415,0,657167,0,0,6157009,4340056
"CT","Third Taxing District City of Norwalk Connecticut","Special District",14765639,0,132368,0,0,1560497,6270773
"MI","Blue Water Area Transportation Commission","Special District",5599779,0,0,0,0,2699521,62
"TN","Anderson County Water Authority","Special District",11262655,8400879,85214,0,0,0,0
"IL","The Housing Authority of the City of East St. Louis","Special District",2321785,0,213262,0,0,0,0
"PA","Housing Authority of the County of Lebanon","Special District",1922100,0,78340,0,1014201,0,218763
"MI","Interurban Transit Partnership","Special District",12581293,0,0,0,0,4015145,0
"IL","Washington County Hospital District","Special District",4977927,690000,0,106952,688798,0,0
"NC","Greater Asheville Regional Airport Authority","Special District",29757278,17585000,461562,0,0,1715135,1098901
"NE","Northwest Rural Public Power District","Special District",10540523,0,0,0,0,0,1408998
"AL","South Central Alabama Regional Housing Authority","Special District",3807675,0,65143,0,2476029,926757,0
"LA","England Economic and Industrial Development District","Special District",4465331,2849000,123541,0,0,0,0
"AL","Tuscaloosa Housing Authority","Special District",2771112,0,295969,0,0,1952904,0
"NJ","Housing Authority of the Town of Phillipsburg","Special District",6447358,0,268713,0,0,2937382,2664783
"LA","New Orleans City Park Improvement Association","Special District",8714193,0,414651,0,0,0,4789950
"NY","The Water Authority of Great Neck North","Special District",62392423,48339577,0,0,0,2242114,7776155
"NH","Dover Housing Authority","Special District",5266300,0,107086,0,0,1551415,3026796
"IL","Raymond","General Purpose",142682,0,0,0,0,0,0
"MA","Gloucester Housing Authority","Special District",11598140,0,143610,0,0,6205362,4139266
"NC","Pitt Greenville Airport Authority","Special District",1662941,0,51367,0,0,316515,972279
"NE","Auburn Board of Public Works","Special District",6836459,0,0,0,0,0,0
"IL","Prairie Du Rocher","General Purpose",470559,245000,0,0,193875,0,0
"NJ","Housing Authority of the City of Elizabeth","Special District",23749337,0,582779,0,0,7484214,9690318
"MA","Dedham Housing Authority","Special District",3799609,0,101249,0,0,1202967,2019393
"MA","Chicopee Housing Authority","Special District",9099568,0,218949,0,0,2954470,4997939
"IL","Ringwood","General Purpose",158550,0,0,0,118800,0,0
"NJ","Housing Authority of Pleasantville","Special District",2033923,0,130793,0,0,1399551,0
"MI","Barry County Community Mental Health Authority","Special District",7245230,0,457441,0,2639161,1747873,0
"NJ","Housing Authority of the City of Union City","Special District",12171624,1435000,558720,0,0,3431977,5087498
"MI","Plymouth Housing Commission","Special District",4820348,0,79030,0,0,315913,2256708
"NY","Lackawanna Municipal Housing Authority","Special District",12209001,8175000,158407,0,0,949285,2495212
"NE","Gordon Memorial Hospital District","Special District",8373842,0,0,517839,1019250,0,0
"CA","Eastern Contra Costa Transit Authority","Special District",6226173,0,0,0,0,0,125962
"IL","Rutland","General Purpose",49748,0,0,0,42013,0,0
"AR","Jacksonville Housing Authority","Special District",117782,0,20426,0,0,0,0
"CA","Alameda-Contra Costa Transit District","Special District",595276,0,30146,0,0,274975,141853
"CA","Alameda County Transportation Commission","Special District",163705382,53957173,299541,0,0,6018502,0
"OR","Wasco County Soil and Water Conservation District","Special District",0,0,0,0,0,535383,0
"IL","Seatonville","General Purpose",74055,70785,0,0,0,0,0
"CA","Fresno Council of Governments","Special District",8153085,0,182181,0,0,0,0
"IL","Sorento","General Purpose",16381,0,0,0,0,0,0
"IL","Oquawka","General Purpose",848293,0,0,0,0,0,0
"AL","Marengo County","General Purpose",27512039,0,818373,0,0,3949519,0
"MI","Gun Plain Charter Township","General Purpose",199478,0,0,61564,0,0,0
"WA","Union Gap","General Purpose",16649271,0,802982,53716,13762561,575017,1454995
"TN","Economic Development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby","Special District",35229507,32417229,0,0,0,0,0
"AR","Wilton","General Purpose",0,0,0,0,0,0,0
"AR","Antoine","General Purpose",0,0,0,0,0,0,0
"CO","Elbert County","General Purpose",10344125,5977638,400221,2778129,110000,0,0
"IL","Metcalf","General Purpose",151529,150000,0,0,0,0,0
"LA","Sabine Parish Sheriff","Special District",10533813,0,29348,0,0,2236135,7510077
"CA","Antelope Valley Transit Authority","Special District",16558897,0,468154,0,0,1249556,0
"CA","San Gabriel Basin Water Quality Authority","Special District",8447803,0,0,0,0,0,0
"CA","Southern California Library Cooperative","Special District",4852181,0,32435,0,0,1695854,941953
"CA","Truckee Tahoe Airport District","Special District",12106902,0,468023,0,0,2937988,0
"AR","Southeast Arkansas Preparatory High School","Charter School",6011,0,0,0,0,0,0
"MT","North Central Montana Regional Water Authority","Special District",1045188,373000,0,0,0,0,0
"CA","Orange County Transportation Authority","Special District",1544755000,790229000,15988000,0,303421000,225686000,2301000
