"abbreviation","name","category","population"
"IL","Dalzell","General Purpose","674"
"IL","Elmwood Park","General Purpose","24537"
"IL","Edinburg","General Purpose","1032"
"IL","Fayette County","General Purpose","21784"
"IL","Arenzville","General Purpose","377"
"IL","East Cape Girardeau","General Purpose","313"
"IL","Iroquois County","General Purpose","27876"
"IL","Hindsboro","General Purpose","303"
"IL","La Grange Park","General Purpose","13433"
"IL","Louisville","General Purpose","1102"
"IL","Milledgeville","General Purpose","966"
"IL","Ivesdale","General Purpose","259"
"IL","Owaneco","General Purpose","228"
"IL","Pike County","General Purpose","15821"
"IL","Greene County","General Purpose","13174"
"IL","Palmer","General Purpose","214"
"IL","Schuyler County","General Purpose","7035"
"IL","Pierron","General Purpose","567"
"IL","Sidney","General Purpose","1210"
"IL","Kampsville","General Purpose","311"
"IL","Neponset","General Purpose","444"
"IL","South Wilmington","General Purpose","652"
"IL","Farina","General Purpose","505"
"IL","Christopher","General Purpose","2730"
"IL","Lerna","General Purpose","277"
"IL","Harvey","General Purpose","24908"
"IL","McCook","General Purpose","224"
"IL","Canton","General Purpose","13865"
"IL","New Haven","General Purpose","395"
"IL","Westchester","General Purpose","16461"
"IL","Greenfield","General Purpose","1004"
"IL","Gardner","General Purpose","1401"
"IL","Diamond","General Purpose","2508"
"PA","Swarthmore Borough","General Purpose","6257"
"PA","Swoyersville Borough","General Purpose","4963"
"PA","Twilight Borough","General Purpose","225"
"PA","Tyrone Borough","General Purpose","5242"
"IL","Zeigler","General Purpose","1742"
"IL","Humboldt","General Purpose","424"
"IL","Damiansville","General Purpose","493"
"IL","Browns","General Purpose","129"
"IL","Edgewood","General Purpose","430"
"IL","South Chicago Heights","General Purpose","4085"
"IL","Northfield","General Purpose","5470"
"IL","Bryant","General Purpose","215"
"IL","Cuba","General Purpose","1197"
"IL","Ellisville","General Purpose","92"
"IL","London Mills","General Purpose","379"
"IL","Table Grove","General Purpose","389"
"IL","Broughton","General Purpose","188"
"IL","Elvaston","General Purpose","156"
"IL","Media","General Purpose","96"
"IL","Bowen","General Purpose","465"
"IL","Dahlgren","General Purpose","507"
"IL","Effingham","General Purpose","12589"
"IL","Chrisman","General Purpose","1246"
"IL","Flat Rock","General Purpose","315"
"IL","Hanaford","General Purpose","324"
"IL","Hutsonville","General Purpose","538"
"IL","Kansas","General Purpose","728"
"IL","Kempton","General Purpose","213"
"IL","Hume","General Purpose","351"
"IL","Elliott","General Purpose","273"
"IL","Morris","General Purpose","14651"
"IL","Montrose","General Purpose","197"
"IL","Nauvoo","General Purpose","1077"
"IL","Ramsey","General Purpose","1015"
"IL","Oakland","General Purpose","868"
"IL","Jewett","General Purpose","220"
"IL","Roberts","General Purpose","338"
"IL","Ridgway","General Purpose","790"
"IL","Rosiclare","General Purpose","1054"
"IL","Royalton","General Purpose","1126"
"IL","Kane","General Purpose","413"
"IL","New Holland","General Purpose","259"
"IL","Hooppole","General Purpose","197"
"IL","Watseka","General Purpose","4919"
"IL","Flanagan","General Purpose","1069"
"IL","Iroquois","General Purpose","142"
"IL","Herscher","General Purpose","1525"
"IL","Leland","General Purpose","928"
"IL","Hartsburg","General Purpose","301"
"IL","Latham","General Purpose","362"
"IL","Deerfield","General Purpose","18946"
"IL","Rio","General Purpose","211"
"IL","Lincolnshire","General Purpose","7336"
"IL","Rose Hill","General Purpose","79"
"IL","Elsah","General Purpose","630"
"IL","Belknap","General Purpose","104"
"IL","Buncombe","General Purpose","203"
"IL","Kaneville","General Purpose","490"
"IL","Reddick","General Purpose","156"
"IL","Limestone","General Purpose","1541"
"IL","East Galesburg","General Purpose","788"
"IL","Old Mill Creek","General Purpose","181"
"IL","Broadwell","General Purpose","138"
"IL","Blandinsville","General Purpose","611"
"IL","Bishop Hill","General Purpose","123"
"IL","Buckingham","General Purpose","285"
"IL","Buckley","General Purpose","552"
"IL","Cedar Point","General Purpose","261"
"IL","Compton","General Purpose","286"
"IL","Cullom","General Purpose","524"
"IL","Cornell","General Purpose","448"
"IL","Beaverville","General Purpose","340"
"IL","Danforth","General Purpose","563"
"IL","Dowell","General Purpose","388"
"IL","Belle Rive","General Purpose","356"
"IL","Gorham","General Purpose","226"
"IL","Grand Ridge","General Purpose","529"
"IL","Emden","General Purpose","472"
"IL","Ina","General Purpose","2347"
"IL","Lee","General Purpose","334"
"IL","Grayslake","General Purpose","20957"
"IL","Lily Lake","General Purpose","1041"
"IL","Loda","General Purpose","403"
"IL","Martinton","General Purpose","356"
"IL","Naplate","General Purpose","476"
"IL","Middletown","General Purpose","308"
"IL","Nason","General Purpose","232"
"IL","Oneida","General Purpose","674"
"IL","Milford","General Purpose","1208"
"IL","Oglesby","General Purpose","3598"
"IL","Park City","General Purpose","7513"
"IL","San Jose","General Purpose","611"
"IL","Sheldon","General Purpose","988"
"IL","St. Francisville","General Purpose","643"
"IL","Volo","General Purpose","5462"
"IL","Carlock","General Purpose","563"
"IL","Schram","General Purpose","557"
"IL","Hecker","General Purpose","478"
"IL","Harristown","General Purpose","1307"
"IL","of Port Barrington","General Purpose","1498"
"IL","Harvel","General Purpose","214"
"IL","Brookport","General Purpose","913"
"IL","Waverly","General Purpose","1230"
"IL","Oreana","General Purpose","824"
"IL","Easton","General Purpose","296"
"IL","Colchester","General Purpose","1317"
"IL","Downs","General Purpose","974"
"IL","Hettick","General Purpose","171"
"IL","Odin","General Purpose","1032"
"IL","Walnut Hill","General Purpose","104"
"IL","Topeka","General Purpose","71"
"IL","Butler","General Purpose","172"
"IL","Adeline","General Purpose","81"
"IL","Benld","General Purpose","1450"
"IL","Athens","General Purpose","1911"
"IL","Chesterfield","General Purpose","179"
"IL","Cooksville","General Purpose","179"
"IL","Ellsworth","General Purpose","195"
"IL","East Gillespie","General Purpose","266"
"IL","Elmwood","General Purpose","2059"
"IL","Fillmore","General Purpose","314"
"IL","Grant Park","General Purpose","1260"
"IL","Gillespie","General Purpose","3142"
"IL","Greenview","General Purpose","731"
"IL","Girard","General Purpose","2015"
"IL","Hillcrest","General Purpose","1243"
"IL","Huntley","General Purpose","27207"
"IL","Farmersville","General Purpose","689"
"IL","Industry","General Purpose","449"
"IL","Lawrenceville","General Purpose","4406"
"IL","Iuka","General Purpose","471"
"IL","Kingston Mines","General Purpose","289"
"IL","Long Creek","General Purpose","1288"
"IL","Maeystown","General Purpose","160"
"IL","Meredosia","General Purpose","987"
"IL","Matherville","General Purpose","672"
"IL","Panama","General Purpose","325"
"IL","Saybrook","General Purpose","677"
"IL","Pontoon Beach","General Purpose","5664"
"IL","Round Lake Park","General Purpose","7704"
"IL","Joppa","General Purpose","331"
"IL","Joy","General Purpose","388"
"IL","Wamac","General Purpose","1135"
"IL","Wenona","General Purpose","968"
"IL","Riverton","General Purpose","3431"
"IL","Pawnee","General Purpose","2676"
"IL","Norwood","General Purpose","473"
"IL","Cutler","General Purpose","422"
"IL","Calhoun","General Purpose","168"
"IL","Galatia","General Purpose","901"
"IL","Golconda","General Purpose","644"
"IL","Lenzburg","General Purpose","492"
"IL","Illiopolis","General Purpose","858"
"IL","Detroit","General Purpose","79"
"IL","Florence","General Purpose","38"
"IL","Dupo","General Purpose","3878"
"IL","Deland","General Purpose","430"
"IL","New Salem","General Purpose","131"
"IL","Eddyville","General Purpose","100"
"IL","Cordova","General Purpose","655"
"IL","Cedarville","General Purpose","697"
"IL","Monroe Center","General Purpose","440"
"IL","Bluffs","General Purpose","666"
"IL","New Canton","General Purpose","347"
"IL","Sauget","General Purpose","149"
"IL","Centreville","General Purpose","5012"
"IL","Harrisburg","General Purpose","8737"
"IL","Berlin","General Purpose","177"
"IL","Spaulding","General Purpose","863"
"IL","Browning","General Purpose","127"
"IL","Barry","General Purpose","1263"
"IL","Cerro Gordo","General Purpose","1339"
"IL","Carrier Mills","General Purpose","1598"
"IL","Cisco","General Purpose","250"
"IL","Cowden","General Purpose","580"
"IL","Eldorado","General Purpose","3994"
"IL","Evansville","General Purpose","660"
"IL","Findlay","General Purpose","644"
"IL","Hillsdale","General Purpose","511"
"IL","Hammond","General Purpose","485"
"IL","Hull","General Purpose","437"
"IL","Manchester","General Purpose","273"
"IL","Mapleton","General Purpose","273"
"IL","Ellis Grove","General Purpose","348"
"IL","Mechanicsburg","General Purpose","660"
"IL","Milton","General Purpose","264"
"IL","Magnolia","General Purpose","249"
"IL","Moweaqua","General Purpose","1726"
"IL","Percy","General Purpose","930"
"IL","Sigel","General Purpose","355"
"IL","Tower Hill","General Purpose","588"
"IL","Ruma","General Purpose","309"
"IL","Red Bud","General Purpose","3529"
"IL","Reynolds","General Purpose","517"
"IL","Toulon","General Purpose","1177"
"IL","Nebo","General Purpose","327"
"IL","Freeport","General Purpose","24091"
"IL","Rossville","General Purpose","1257"
"IL","Green Valley","General Purpose","676"
"IL","Rankin","General Purpose","532"
"IL","Pecatonica","General Purpose","2102"
"IL","Marquette Heights","General Purpose","2688"
"IL","Dongola","General Purpose","693"
"IL","Sidell","General Purpose","584"
"IL","Du Bois","General Purpose","192"
"IL","Irvington","General Purpose","624"
"IL","New Minden","General Purpose","207"
"IL","Radom","General Purpose","212"
"IL","Deer Grove","General Purpose","46"
"IL","Gilmer Township","General Purpose","1097"
"IL","Houston Township","General Purpose","213"
"IL","Keene Township","General Purpose","587"
"IL","Lima Township","General Purpose","521"
"IL","Mendon Township","General Purpose","1491"
"IL","Richfield Township","General Purpose","401"
"IL","Central Township","General Purpose","7693"
"IL","Shoal Creek Township","General Purpose","1688"
"IL","Poplar Grove Township","General Purpose","5145"
"IL","Mount Sterling Township","General Purpose","4540"
"IL","Ripley Township","General Purpose","98"
"IL","Indiantown Township","General Purpose","672"
"IL","La Moille Township","General Purpose","1068"
"IL","Milo Township","General Purpose","197"
"IL","University Park","General Purpose","7006"
"IL","Mount Carroll Township","General Purpose","2141"
"IL","Bluff Springs Township","General Purpose","825"
"IL","Chandlerville Township","General Purpose","474"
"IL","Ayers Township","General Purpose","448"
"IL","Compromise Township","General Purpose","1548"
"IL","Creve Coeur","General Purpose","5194"
"IL","Fithian","General Purpose","465"
"IL","Georgetown","General Purpose","3290"
"IL","Hopedale","General Purpose","829"
"IL","Lyndon","General Purpose","620"
"IL","Mill Shoals","General Purpose","204"
"IL","North Pekin","General Purpose","1547"
"IL","Orangeville","General Purpose","744"
"IL","Potomac","General Purpose","716"
"IL","Oakwood","General Purpose","1532"
"IL","Rock","General Purpose","299"
"IL","Sims","General Purpose","248"
"IL","Rich Township","General Purpose","76653"
"IL","South Homer Township","General Purpose","1575"
"IL","Buckhart Township","General Purpose","1723"
"IL","Anderson Township","General Purpose","403"
"IL","Casey Township","General Purpose","3798"
"IL","Martinsville Township","General Purpose","1539"
"IL","Parker Township","General Purpose","179"
"IL","Bible Grove Township","General Purpose","329"
"IL","Harter Township","General Purpose","6157"
"IL","Honey Creek Township","General Purpose","1485"
"IL","New Trier Township","General Purpose","56396"
"IL","Lee Township","General Purpose","229"
"IL","Concord Township","General Purpose","437"
"IL","Bloomingdale Township","General Purpose","112073"
"PA","Ulysses Borough","General Purpose","593"
"IL","Germantown Township","General Purpose","2075"
"IL","Paradise Township","General Purpose","1317"
"IL","Oak Park Township","General Purpose","52287"
"IL","Pierce Township","General Purpose","453"
"IL","Somonauk Township","General Purpose","2088"
"IL","Barnett Township","General Purpose","401"
"IL","Santa Anna Township","General Purpose","2439"
"IL","Murdock Township","General Purpose","224"
"IL","Newman Township","General Purpose","1064"
"IL","Brouilletts Creek Township","General Purpose","217"
"IL","Liberty Township","General Purpose","751"
"IL","Avena Township","General Purpose","1958"
"IL","Bowling Green Township","General Purpose","447"
"IL","Hurricane Township","General Purpose","253"
"IL","Pope Township","General Purpose","210"
"IL","Wilberton Township","General Purpose","495"
"IL","Denning Township","General Purpose","5065"
"IL","Tyrone Township","General Purpose","4950"
"IL","Buckheart Township","General Purpose","1420"
"IL","Cass Township","General Purpose","600"
"IL","Liverpool Township","General Purpose","528"
"IL","Asbury Township","General Purpose","95"
"IL","Gold Hill Township","General Purpose","1555"
"IL","Athensville Township","General Purpose","321"
"IL","Elk Grove Township","General Purpose","92451"
"IL","Wheeling Township","General Purpose","154766"
"IL","Frankfort Township","General Purpose","59511"
"IL","Greenfield Township","General Purpose","957"
"IL","Norman Township","General Purpose","302"
"IL","Vienna Township","General Purpose","667"
"IL","Beaver Creek Township","General Purpose","263"
"IL","Knight Prairie Township","General Purpose","557"
"IL","Rocky RunWilcox Township","General Purpose","149"
"IL","St Albans Township","General Purpose","354"
"IL","Stronghurst Township","General Purpose","1025"
"IL","Artesia Township","General Purpose","878"
"IL","Martinton Township","General Purpose","891"
"IL","Levan Township","General Purpose","811"
"IL","Sand Ridge Township","General Purpose","789"
"IL","Dodds Township","General Purpose","2610"
"IL","Prairie Township","General Purpose","1226"
"IL","Kankakee Township","General Purpose","26206"
"CA","Rolling Hills","General Purpose","1882"
"IL","Grand Prairie Township","General Purpose","899"
"IL","Pendleton Township","General Purpose","1188"
"IL","Apple River Township","General Purpose","478"
"IL","Rush Township","General Purpose","366"
"IL","Kaneville Township","General Purpose","1287"
"IL","St. Charles Township","General Purpose","51672"
"IL","West Deerfield Township","General Purpose","31849"
"IL","Haw Creek Township","General Purpose","443"
"IL","Long Creek Township","General Purpose","10189"
"IL","Lee Center Township","General Purpose","568"
"IL","Belle Prairie Township","General Purpose","126"
"IL","Charlotte Township","General Purpose","131"
"IL","Germanville Township","General Purpose","66"
"IL","Prairie Creek Township","General Purpose","472"
"IL","Dry Grove Township","General Purpose","1569"
"IL","Old Township","General Purpose","3009"
"IL","White Oak Township","General Purpose","910"
"IL","Blue Mound Township","General Purpose","860"
"IL","Brushy Mound Township","General Purpose","684"
"IL","North Otter Township","General Purpose","777"
"IL","North Palmyra Township","General Purpose","814"
"IL","South Palmyra Township","General Purpose","713"
"IL","Staunton Township","General Purpose","5530"
"IL","Cuba Township","General Purpose","16655"
"IL","East Grove Township","General Purpose","242"
"IL","Goose Lake Township","General Purpose","1634"
"IL","Fort Russell Township","General Purpose","9028"
"IL","Kendall Township","General Purpose","8690"
"IL","Libertyville Township","General Purpose","53761"
"IL","New Douglas Township","General Purpose","498"
"IL","Foster Township","General Purpose","363"
"IL","Crane Creek Township","General Purpose","128"
"IL","Zanesville Township","General Purpose","467"
"IL","Jonathan Creek Township","General Purpose","998"
"IL","Cerro Gordo Township","General Purpose","1974"
"IL","Sangamon Township","General Purpose","2337"
"IL","Unity Township","General Purpose","1360"
"IL","Atlas Township","General Purpose","544"
"IL","Montezuma Township","General Purpose","523"
"IL","Claremont Township","General Purpose","836"
"IL","Andalusia Township","General Purpose","2284"
"IL","Coal Valley Township","General Purpose","4451"
"IL","Pilot Township","General Purpose","566"
"IL","East St. Louis Township","General Purpose","26790"
"IL","Marissa Township","General Purpose","2303"
"IL","Huntsville Township","General Purpose","140"
"IL","Oakland Township","General Purpose","126"
"IL","Clarksburg Township","General Purpose","392"
"IL","Goshen Township","General Purpose","621"
"IL","Lancaster Township","General Purpose","1516"
"IL","Oneco Township","General Purpose","1256"
"IL","Elm Grove Township","General Purpose","2997"
"IL","Carroll Township","General Purpose","587"
"IL","Elwood Township","General Purpose","1571"
"IL","Middlefork Township","General Purpose","1396"
"IL","South Ross Township","General Purpose","1023"
"IL","Pilot Knob Township","General Purpose","538"
"IL","Burnt Prairie Township","General Purpose","326"
"IL","Shirland Township","General Purpose","956"
"IL","Cazenovia Township","General Purpose","1722"
"IL","Panola Township","General Purpose","353"
"IN","Allen County","General Purpose","372877"
"IN","Brown County","General Purpose","15035"
"IN","Delaware County","General Purpose","115184"
"IN","Jasper County","General Purpose","33447"
"IN","Jefferson County","General Purpose","32089"
"IN","Clifford","General Purpose","240"
"IN","Hartford","General Purpose","5790"
"IN","Montpelier","General Purpose","1691"
"IN","Jamestown","General Purpose","931"
"IL","Moline Township","General Purpose","22784"
"IL","Nameoki Township","General Purpose","12385"
"IN","Whitestown","General Purpose","8179"
"IN","Burlington","General Purpose","600"
"IN","Schererville","General Purpose","28633"
"IN","St Paul","General Purpose","1061"
"IN","Clinton County","General Purpose","32317"
"IN","Austin","General Purpose","4120"
"IN","Oakland","General Purpose","2405"
"IN","Jonesboro","General Purpose","1662"
"IN","New Palestine","General Purpose","2370"
"IN","Palmyra","General Purpose","941"
"IN","Knightstown","General Purpose","2114"
"IN","Huntington","General Purpose","17084"
"IN","Crothersville","General Purpose","1564"
"IN","North Vernon","General Purpose","6727"
"IN","Mentone","General Purpose","973"
"KY","Marshall County","General Purpose","31382"
"PA","Wall Borough","General Purpose","565"
"IN","North Webster","General Purpose","1158"
"IN","Markleville","General Purpose","518"
"IN","Rocky Ripple","General Purpose","633"
"IN","Bloomington","General Purpose","85071"
"IN","Ellettsville","General Purpose","6677"
"IN","Ligonier","General Purpose","4372"
"IN","Tell","General Purpose","7316"
"IN","Petersburg","General Purpose","2307"
"IN","Dune Acres","General Purpose","181"
"IN","Mount Vernon","General Purpose","6499"
"IN","Batesville","General Purpose","6603"
"IN","New Carlisle","General Purpose","1879"
"IN","Scottsburg","General Purpose","6737"
"IN","Morristown","General Purpose","1348"
"IN","Gentryville","General Purpose","263"
"IN","North Manchester","General Purpose","5838"
"IN","Clifty Township","General Purpose","1073"
"IN","Adams Township","General Purpose","496"
"IN","Gilboa Township","General Purpose","252"
"IN","Parish Grove Township","General Purpose","235"
"IN","Sugar Ridge Township","General Purpose","906"
"IN","Ferdinand Township","General Purpose","3685"
"IN","Millcreek Township","General Purpose","1343"
"IN","Mishawaka","General Purpose","49177"
"IN","Indianapolis","General Purpose","853173"
"IN","Sims Township","General Purpose","1677"
"IN","Salamonie Township","General Purpose","2014"
"IN","Knox Township","General Purpose","497"
"IN","Smyrna Township","General Purpose","1081"
"IN","Turkey Creek Township","General Purpose","8481"
"IN","St John Township","General Purpose","67263"
"IN","Fall Creek Township","General Purpose","14320"
"IN","Halbert Township","General Purpose","1606"
"IN","Van Buren Township","General Purpose","1468"
"IN","Salem Township","General Purpose","2281"
"IN","Tippecanoe Township","General Purpose","8651"
"IN","Clinton Township","General Purpose","8761"
"IN","Madison Township","General Purpose","691"
"IN","Lancaster Township","General Purpose","5802"
"IN","Jackson Township","General Purpose","641"
"IN","Lexington Township","General Purpose","3514"
"IN","Franklin Township","General Purpose","1309"
"IN","Cotton Township","General Purpose","2064"
"IN","Lost Creek Township","General Purpose","10497"
"IN","Otter Creek Township","General Purpose","9017"
"IN","Sugar Creek Township","General Purpose","7040"
"IN","Anderson Township","General Purpose","1362"
"IN","Big Creek Township","General Purpose","796"
"IA","Independence","General Purpose","6050"
"IA","Crawford County","General Purpose","17056"
"IA","Moravia","General Purpose","634"
"IA","Luzerne","General Purpose","94"
"IA","Templeton","General Purpose","338"
"IA","Thornton","General Purpose","408"
"IA","Fredericksburg","General Purpose","920"
"IA","Clear Lake","General Purpose","7562"
"IA","Johnson County","General Purpose","149210"
"IA","Lake","General Purpose","1670"
"IA","Sac County","General Purpose","9817"
"IA","Buena Vista County","General Purpose","20110"
"IA","Jasper County","General Purpose","36966"
"IA","Madrid","General Purpose","2587"
"IA","Franklin County","General Purpose","10164"
"IA","Parkersburg","General Purpose","1946"
"IA","Postville","General Purpose","2096"
"IA","Garnavillo","General Purpose","723"
"IA","Lost Nation","General Purpose","418"
"IA","Schleswig","General Purpose","874"
"IA","Pulaski","General Purpose","285"
"KS","Greenwood County","General Purpose","6123"
"IA","Orleans","General Purpose","597"
"IA","Muscatine","General Purpose","23782"
"IA","Arlington","General Purpose","402"
"IA","Alexander","General Purpose","164"
"IA","Missouri Valley","General Purpose","2649"
"KS","Winfield","General Purpose","12104"
"IA","Montezuma","General Purpose","1409"
"IN","Waltz Township","General Purpose","1240"
"IA","Crystal Lake","General Purpose","236"
"KS","Allen County","General Purpose","12519"
"IA","Battle Creek","General Purpose","690"
"IA","Oakland Acres","General Purpose","157"
"IA","Bancroft","General Purpose","705"
"IA","Russell","General Purpose","532"
"IA","St Charles","General Purpose","621"
"IA","Pacific Junction","General Purpose","470"
"IA","Struble","General Purpose","79"
"IA","Blue Grass","General Purpose","1680"
"IA","Riverdale","General Purpose","438"
"IA","Clutier","General Purpose","207"
"IA","Gravity","General Purpose","183"
"IA","Farmington","General Purpose","628"
"IA","New Virginia","General Purpose","490"
"IA","Callender","General Purpose","356"
"IA","Fort Atkinson","General Purpose","323"
"IA","Correctionville","General Purpose","801"
"KS","Cowley County","General Purpose","35361"
"IA","Dyersville","General Purpose","4220"
"IA","Grundy Center","General Purpose","2689"
"IA","Jefferson","General Purpose","4150"
"IA","Melcher-Dallas","General Purpose","1247"
"IA","Carter Lake","General Purpose","3787"
"IA","Maquoketa","General Purpose","5920"
"IA","Pleasant Hill","General Purpose","9873"
"IA","Orange","General Purpose","6141"
"IA","Bondurant","General Purpose","6178"
"KS","Logan County","General Purpose","2821"
"KS","Concordia","General Purpose","5099"
"KS","Humboldt","General Purpose","1802"
"KS","Medicine Lodge","General Purpose","1901"
"KS","Horton","General Purpose","1696"
"KS","Potwin","General Purpose","438"
"KS","West Mineral","General Purpose","173"
"KS","Fredonia","General Purpose","2270"
"KS","Abilene","General Purpose","6380"
"KS","Wathena","General Purpose","1319"
"KS","Lorraine","General Purpose","133"
"KS","Morland","General Purpose","148"
"KS","Harper","General Purpose","1355"
"IA","College Springs","General Purpose","205"
"IA","University Heights","General Purpose","1070"
"KS","Altamont","General Purpose","1025"
"KS","La Cygne","General Purpose","1125"
"KS","Admire","General Purpose","154"
"KS","Florence","General Purpose","440"
"KS","Marysville","General Purpose","3271"
"KS","Bazine","General Purpose","305"
"KS","Burlingame","General Purpose","883"
"KS","Kirwin","General Purpose","159"
"KS","Onaga","General Purpose","690"
"KS","Belleville","General Purpose","1895"
"KS","Plainville","General Purpose","1840"
"KS","Brookville","General Purpose","256"
"KS","Rossville","General Purpose","1139"
"KS","Hugoton","General Purpose","3831"
"KS","Wakeeney","General Purpose","1792"
"KS","Elm Mills Township","General Purpose","128"
"KS","Marmaton Township","General Purpose","754"
"KS","Timberhill Township","General Purpose","212"
"KS","Clifford Township","General Purpose","274"
"KS","Mineral Township","General Purpose","201"
"KS","Appleton Township","General Purpose","856"
"KS","Willowdale Township","General Purpose","268"
"KS","Greenfield Township","General Purpose","261"
"KS","East Hess Township","General Purpose","350"
"KS","North Roscoe Township","General Purpose","44"
"KS","Limestone Township","General Purpose","46"
"SD","Centerville","General Purpose","870"
"KS","Ottawa Township","General Purpose","44"
"KS","Pottawatomie Township","General Purpose","646"
"KS","Enterprise Township","General Purpose","123"
"KS","Victoria Township","General Purpose","336"
"KS","Number 4 Township","General Purpose","32"
"KS","Cleveland Township","General Purpose","50"
"KS","Franklin Township","General Purpose","111"
"KS","Sheridan Township","General Purpose","96"
"KS","Washington Township","General Purpose","170"
"KS","Cedar Township","General Purpose","565"
"KS","Canada Township","General Purpose","181"
"KS","Battle Creek Township","General Purpose","33"
"KS","Reading Township","General Purpose","483"
"KS","New Gottland Township","General Purpose","374"
"KS","Herkimer Township","General Purpose","210"
"KS","St Bridget Township","General Purpose","163"
"KS","Crooked Creek Township","General Purpose","68"
"KS","Plum Creek Township","General Purpose","101"
"KY","Johnson County","General Purpose","22594"
"KS","Walnut Grove Township","General Purpose","283"
"KS","Valley Brook Township","General Purpose","1476"
"KS","Fountain Township","General Purpose","151"
"KS","Greenwood Township","General Purpose","39"
"KS","Blue Valley Township","General Purpose","363"
"KS","Castleton Township","General Purpose","276"
"KS","Rose Creek Township","General Purpose","100"
"KS","AlexanderBelle Prairie Township","General Purpose","108"
"KS","Garden Plain Township","General Purpose","1917"
"KS","Liberal Township","General Purpose","524"
"KS","Crystal Plains Township","General Purpose","26"
"KS","White Rock Township","General Purpose","41"
"KS","West Cooper Township","General Purpose","59"
"KS","Chikaskia Township","General Purpose","56"
"KS","Illinois Township","General Purpose","167"
"KS","South Randall Township","General Purpose","231"
"KS","Coleman Township","General Purpose","60"
"KS","Highland Township","General Purpose","33"
"KY","Adair County","General Purpose","19485"
"KY","Calloway County","General Purpose","38919"
"KY","Estill County","General Purpose","14277"
"KY","Green County","General Purpose","11065"
"KY","Shelby County","General Purpose","47421"
"KY","Muhlenberg County","General Purpose","30816"
"KY","Catlettsburg","General Purpose","1778"
"KY","Hunters Hollow","General Purpose","381"
"KY","Southgate","General Purpose","3892"
"KY","Bonnieville","General Purpose","261"
"KY","Anchorage","General Purpose","2435"
"KY","Heritage Creek","General Purpose","1138"
"KY","Lawrence County","General Purpose","15719"
"KY","Parkway","General Purpose","667"
"KY","Woodlawn Park","General Purpose","977"
"OK","Marshall","General Purpose","297"
"OH","Tri Alcohol Drug Addiction and Mental Health Services BoardMercer County","Special District","40873"
"OH","Alcohol, Drug and Mental Health Board of Franklin County","Non-Profit","1291981"
"PA","Wampum Borough","General Purpose","679"
"PA","Washingtonville Borough","General Purpose","276"
"PA","Wellsboro Borough","General Purpose","3233"
"PA","Wesleyville Borough","General Purpose","3179"
"PA","West Newton Borough","General Purpose","2502"
"PA","West Reading Borough","General Purpose","4210"
"PA","Westfield Borough","General Purpose","1035"
"PA","Westmont Borough","General Purpose","4798"
"PA","Windsor Borough","General Purpose","1483"
"PA","Wyalusing Borough","General Purpose","565"
"PA","Wyoming Borough","General Purpose","3016"
"OH","Northfield Center Township","General Purpose","5841"
"OH","Gloria Glens Park","General Purpose","440"
"OH","Milton Center","General Purpose","145"
"OH","Unionville Center","General Purpose","232"
"OK","Marshall County","General Purpose","16434"
"OK","Lawrence Creek","General Purpose","151"
"OH","Center Township","General Purpose","1232"
"KY","Carrollton","General Purpose","3834"
"OH","Centerville","General Purpose","23787"
"SD","Lawrence County","General Purpose","25429"
"SD","Grant Center Township","General Purpose","372"
"LA","Sibley","General Purpose","1168"
"LA","Iberville Parish","General Purpose","33027"
"KY","Fincastle","General Purpose","848"
"KY","Beattyville","General Purpose","1206"
"KY","Russellville","General Purpose","7073"
"KY","Brandenburg","General Purpose","2832"
"KY","West Liberty","General Purpose","3336"
"KY","Orchard Grass Hills","General Purpose","1748"
"KY","Lakeview Heights","General Purpose","224"
"KY","Springfield","General Purpose","3119"
"LA","ParishBienville","General Purpose","13638"
"LA","Addis","General Purpose","5227"
"ME","Perham","General Purpose","366"
"LA","French Settlement","General Purpose","1167"
"LA","Loreauville","General Purpose","885"
"OH","North College Hill","General Purpose","9309"
"LA","Church Point","General Purpose","4454"
"KY","Covington","General Purpose","40455"
"LA","Marksville","General Purpose","5481"
"LA","Opelousas","General Purpose","16323"
"LA","Merryville","General Purpose","1116"
"LA","Patterson","General Purpose","5982"
"LA","St. Francisville","General Purpose","1627"
"ME","Chapman","General Purpose","447"
"ME","Knox County","General Purpose","39790"
"LA","Terrebonne","General Purpose","34287"
"ME","PlantationGarfield","General Purpose","75"
"ME","Waldo County","General Purpose","39832"
"AL","Center Point","General Purpose","16313"
"AL","Courtland","General Purpose","590"
"MN","Montgomery Township","General Purpose","684"
"ME","Linneus","General Purpose","924"
"ME","Windham","General Purpose","18071"
"ME","Mount Vernon","General Purpose","1675"
"ME","Stow","General Purpose","437"
"ME","Damariscotta","General Purpose","2144"
"ME","Bethel","General Purpose","2689"
"ME","Whitefield","General Purpose","2284"
"MD","Pocomoke City","General Purpose","4061"
"ME","Lincoln","General Purpose","4915"
"ME","Skowhegan","General Purpose","8268"
"ME","Rumford","General Purpose","5727"
"ME","Montville","General Purpose","1088"
"ME","Phippsburg","General Purpose","2242"
"ME","Danforth","General Purpose","576"
"ME","Kennebunkport","General Purpose","3612"
"ME","Limington","General Purpose","3828"
"MD","Cambridge","General Purpose","12376"
"MD","Federalsburg","General Purpose","2666"
"MD","Ridgely","General Purpose","1638"
"MD","Walkersville","General Purpose","6181"
"MD","Crisfield","General Purpose","2602"
