state,acfrs_original_name,nces_original_name,gov_unit_original_name,name,ncesid,censusid,county_nces,city_nces,student
OH, Union Scioto Local School District ,Union-Scioto Local,union scioto local sch dist,union scioto,3904953,36507101300000,Ross County,Chillicothe,2155.00000
OH, United Local School District ,United Local,united local sch dist,united,3904645,36501501300000,Columbiana County,Hanoverton,1167.00000
OH, Upper Arlington City School District ,Upper Arlington City,upper arlington city sch dist,upper arlington,3904493,36502501400000,Franklin County,Upper Arlington,6179.00000
OH, Upper Sandusky Exempted Village School District ,Upper Sandusky Exempted Village,upper sandusky ex vlg school dist,upper sandusky,3910024,36508801100000,Wyandot County,Upper Sandusky,1609.00000
OH, Upper Scioto Valley Local School District ,Upper Scioto Valley Local,upper scioto valley local sch dist,upper scioto valley,3904752,36503300700000,Hardin County,Mc Guffey,451.00000
OH, Urbana City School District ,Urbana City,urbana city sch dist,urbana,3904494,36501100700000,Champaign County,Urbana,1983.00000
OH, Valley Local School District ,Valley Local,valley local sch dist,valley,3904964,36507300900000,Scioto County,Lucasville,1070.00000
OH, Valley View Local School District ,Valley View Local,valley view local school dist,valley view,3904874,36505700500000,Montgomery County,Germantown,1823.00000
OH, Van Buren Local School District ,Van Buren Local,van buren local school dist,van buren,3910001,36503200800000,Hancock County,Van Buren,1083.00000
OH, Van Wert City School District ,Van Wert City,van wert city sch dist,van wert,3910023,36508100600000,Van Wert County,Van Wert,2069.00000
OH, Vermilion Local School District ,Vermilion Local,vermilion local sch dist,vermilion,3904682,36502200800000,Erie County,Vermilion,1775.00000
OH, Wadsworth City School District ,Wadsworth City,wadsworth city sch dist,wadsworth,3910029,36505201200000,Medina County,Wadsworth,4715.00000
OH, Walnut Township Local School District ,Walnut Township Local,walnut township local sch dist,walnut township,3904690,36502301300000,Fairfield County,Millersport,484.00000
OH, Wapakoneta City School District ,Wapakoneta City,wapakoneta city sch dist,wapakoneta,3904498,36500601300000,Auglaize County,Wapakoneta,3067.00000
OH, Warren City School District ,Warren Local,warren local sch dist,warren,3910018,36508401800000,Washington County,Vincent,2010.00000
OH, Warren Local School District ,Warren Local,warren local sch dist,warren,3910018,36508401800000,Washington County,Vincent,2010.00000
OH, Washington Local School District ,Washington Local,washington local sch dist,washington,3904823,36504801400000,Lucas County,Toledo,7006.00000
OH, Washington Nile Local School District ,Washington-Nile Local,washington-nile local sch dist,washington nile,3904965,36507301100000,Scioto County,West Portsmouth,1412.00000
OH, Waterloo Local School District ,Waterloo Local,waterloo local sch dist,waterloo,3904924,36506700100000,Portage County,Atwater,963.00000
OH, Wauseon Exempted Village School District ,Wauseon Exempted Village,wauseon ex vlg school dist,wauseon,3904564,36502601400000,Fulton County,Wauseon,1770.00000
OH, Waverly City School District ,Waverly City,waverly city sch dist,waverly,3904914,36506600900000,Pike County,Waverly,1792.00000
OH, Wayne Local School District ,Wayne Local,wayne local sch dist,wayne,3905046,36508301100000,Warren County,Waynesville,1497.00000
OH, Wayne Trace Local School District ,Wayne Trace Local,wayne trace local school dist,wayne trace,3904903,36506300800000,Paulding County,Haviland,905.00000
OH, Weathersfield Local School District ,Weathersfield Local,weathersfield local sch dist,weathersfield,3905025,36507803100000,Trumbull County,Mineral Ridge,965.00000
OH, Wellington Exempted Village School District ,Wellington Exempted Village,wellington ex vlg school dist,wellington,3904565,36504701800000,Lorain County,Wellington,977.00000
OH, Wellston City School District ,Wellston City,wellston city sch dist,wellston,3904502,36504001400000,Jackson County,Wellston,1302.00000
OH, Wellsville Local School District ,Wellsville Local,wellsville local school district,wellsville,3904503,36501501600000,Columbiana County,Wellsville,706.00000
OH, West Clermont Local School District ,West Clermont Local,west clermont local school dist,west clermont,3904635,36501380100000,Clermont County,Cincinnati,8336.00000
OH, West Geauga Local School District ,West Geauga Local,west geauga local school dist,west geauga,3904722,36502801400000,Geauga County,Chesterland,1855.00000
OH, West Holmes Local School District ,West Holmes Local,west holmes local school district,west holmes,3904769,36503850200000,Holmes County,Millersburg,2003.00000
OH, West Muskingum Local School District ,West Muskingum Local,west muskingum sch dist,west muskingum,3904888,36506050100000,Muskingum County,Zanesville,1432.00000
OH, Western Brown Local School District ,Western Brown Local,western brown local sch dist,western brown,3904606,36500800800000,Brown County,Mount Orab,2784.00000
OH, Western Local School District ,Western Local,western local sch dist,western,3904915,36506601000000,Pike County,Latham,727.00000
OH, Western Reserve Local School District ,Western Reserve Local,western reserve local sch dist,western reserve,3904774,36503950200000,Huron County,Collins,974.00000
OH, Western Reserve Local School District ,Western Reserve Local,western reserve local sch dist,western reserve,3904839,36505000200000,Mahoning County,Berlin Center,661.00000
OH, Westerville City School District ,Westerville City,westerville city sch dist,westerville,3904504,36502501600000,Franklin County,Westerville,15174.00000
OH, Westfall Local School District ,Westfall Local,westfall local school district,westfall,3904910,36506550300000,Pickaway County,Williamsport,1437.00000
OH, Westlake City School District ,Westlake City,westlake city sch dist,westlake,3904506,36501803200000,Cuyahoga County,Westlake,3410.00000
OH, Wheelersburg Local School District ,Wheelersburg Local,wheelersburg local sch dist,wheelersburg,3904966,36507301200000,Scioto County,Wheelersburg,1608.00000
OH, Whitehall City School District ,Whitehall City,whitehall city sch dist,whitehall,3904507,36502501700000,Franklin County,Whitehall,3492.00000
OH, Wickliffe City School District ,Wickliffe City,wickliffe city sch dist,wickliffe,3904508,36504300800000,Lake County,Wickliffe,1360.00000
OH, Willard City School District ,Willard City,willard city sch dist,willard,3904509,36503901300000,Huron County,Willard,1449.00000
OH, Williamsburg Local School District ,Williamsburg Local,williamsburg local school dist,williamsburg,3904636,36501301500000,Clermont County,Williamsburg,962.00000
OH, Willoughby-Eastlake City School District ,Willoughby-Eastlake City,willoughby eastlake city sch dist,willoughby eastlake,3904510,36504300900000,Lake County,Eastlake,7735.00000
OH, Wilmington City School District ,Wilmington City,wilmington city sch dist,wilmington,3904511,36501401300000,Clinton County,Wilmington,2579.00000
OH, Windham Exempted Village School District ,Windham Exempted Village,windham ex vlg sch dist,windham,3904566,36506701700000,Portage County,Windham,484.00000
OH, Winton Woods City School District ,Winton Woods City,winton woods school district,winton woods,3904408,36503100900000,Hamilton County,Cincinnati,3855.00000
OH, Woodmore Local School District ,Woodmore Local,woodmore local sch dist,woodmore,3904957,36507201100000,Ottawa County,Elmore,978.00000
OH, Woodridge Local School District ,Woodridge Local,woodridge local sch dist,woodridge,3904997,36507700400000,Summit County,Peninsula,1918.00000
OH, Worthington City School District ,Worthington City,worthington city sch dist,worthington,3904513,36502501800000,Franklin County,Worthington,10645.00000
OH, Wynford Local School District ,Wynford Local,wynford local sch dist,wynford,3904652,36501750300000,Crawford County,Bucyrus,1154.00000
OH, Wyoming City School District ,Wyoming City,wyoming city sch dist,wyoming,3904514,36503102900000,Hamilton County,Wyoming,1975.00000
OH, Xenia Community School District ,Xenia Community City,xenia city sch dist,xenia,3904515,36502900900000,Greene County,Xenia,4089.00000
OH, Youngstown City School District ,Youngstown City,youngstown city sch dist,youngstown,3904516,36505001500000,Mahoning County,Youngstown,5246.00000
OH, Zanesville City School District ,Zanesville City,zanesville city sch dist,zanesville,3904517,36506002100000,Muskingum County,Zanesville,3165.00000
OK, Allen-Bowden Public Schools 35 ,ALLEN-BOWDEN,allen bowden sch dist 35,allen bowden 35,4002790,37501900100000,Creek County,Tulsa,325.00000
OK, Altus Independent School District 18 ,ALTUS,altus sch dist 18,altus 18,4002850,37503300100000,Jackson County,Altus,3366.00000
OK, Arnett Independent School District No. 3 ,ARNETT,arnett sch dist 3,arnett 3,4003240,37502300100000,Ellis County,Arnett,171.00000
OK, Balko Independent School District No. 75 ,BALKO,balko school district 75,balko 75,4003510,37500400100000,Beaver County,Balko,149.00000
OK, Bethany School District No. 88 ,BETHANY,bethany sch dist 88,bethany 88,4004110,37505500200000,Oklahoma County,Bethany,1730.00000
OK, Burns Flat-Dill City School District 10 ,BURNS FLAT-DILL CITY,burns flat-dill city sch dist 10,burns flat dill 10,4000014,37507500200000,Washita County,Burns Flat,602.00000
OK, Cache Independent School District 1 ,CACHE,cache sch dist 1,cache 1,4006120,37501600400000,Comanche County,Cache,2048.00000
OK, Canton Independent School District 105 ,CANTON,canton sch dist 105,canton 105,4006480,37500600100000,Blaine County,Canton,349.00000
OK, Carnegie Independent School District No. 33 ,CARNEGIE,carnegie sch dist 33,carnegie 33,4006630,37500800900000,Caddo County,Carnegie,547.00000
OK, Catoosa School District No. 2 ,CATOOSA,catoosa sch dist 2,catoosa 2,4006870,37506600300000,Rogers County,Catoosa,1881.00000
OK, Clinton Independent School District No. 99 ,CLINTON,clinton sch dist 99,clinton 99,4008070,37502000400000,Custer County,Clinton,2183.00000
OK, Darlington Public School District No. 70 ,DARLINGTON,darlington sch dist 70,darlington 70,4009420,37500900400000,Canadian County,El Reno,227.00000
OK, Edmond Independent School District No. 12 ,EDMOND,edmond sch dist 12,edmond 12,4010590,37505501000000,Oklahoma County,Edmond,25619.00000
OK, Kingfisher Independent School District No.7 ,KINGFISHER,kingfisher sch dist 7,kingfisher 7,4016560,37503700600000,Kingfisher County,Kingfisher,1519.00000
OK, Lawton Independent School District No.8 ,LAWTON,lawton sch dist 8,lawton 8,4017250,37501601400000,Comanche County,Lawton,13679.00000
OK, Mangum Independent School District 1 ,MANGUM,mangum sch dist 1,mangum 1,4018780,37502800600000,Greer County,Mangum,717.00000
OK, Merritt Independent School District 2 ,MERRITT,merritt sch dist 2,merritt 2,4019800,37500500900000,Beckham County,Elk City,814.00000
OK, Millwood School District No. 37 ,MILLWOOD,millwood sch dist 37,millwood 37,4020080,37505501900000,Oklahoma County,Oklahoma City,957.00000
OK, Mooreland School District I-2 ,MOORELAND,mooreland sch dist i-2,mooreland i 2,4020280,37507700300000,Woodward County,Mooreland,560.00000
OK, Norman Independent School District No. 29 ,NORMAN,norman sch dist 29,norman 29,4021720,37501401700000,Cleveland County,Norman,16289.00000
OK, Sayre Independent School District No. 31 ,SAYRE,sayre sch dist 31,sayre 31,4027060,37500501200000,Beckham County,Sayre,710.00000
OK, Shattuck Independent School District 42 ,SHATTUCK,shattuck sch dist 42,shattuck 42,4027540,37502300600000,Ellis County,Shattuck,366.00000
OK, Woodland School District I-90 ,WOODLAND,woodland sch dist i-90,woodland i 90,4030048,37505720100000,Osage County,Fairfax,398.00000
OR, Adrian School District No.61 ,Adrian SD 61,adrian sch dist 61,adrian 61,4101020,38502300100000,Malheur County,Adrian,292.00000
OR, Amity School District No. 4j ,Amity SD 4J,amity sch dist 4j,amity 4j,4101230,38503600100000,Yamhill County,Amity,832.00000
OR, Arock School District No. 81 ,Arock SD 81,arock sch dist 81,arock 81,4101500,38502300400000,Malheur County,Vale,17.00000
OR, Baker School District 5j ,Baker SD 5J,baker sch dist 5j,baker 5j,4101710,38500100100000,Baker County,Baker City,4089.00000
