state,nces_original_name,gov_unit_original_name,ncesid,censusid,acfrs_original_name
MA,Tri-County Regional Vocational Technical,tri-county reg voc sch,2511735,22501160100000,NA
IN,Tri-County School Corporation,tri county consolidated school corporation,1811430,15509170300000,NA
MN,TRI-COUNTY SCHOOL DISTRICT,tri county school district,2791446,24503520100000,NA
IL,Tri-County Sp Ed Jnt Agreement,jackson-perry-union county special education cooperative,1700052,14503940100000,NA
IN,Tri-Creek School Corporation,tri creek school corporation,1811460,15504501900000, Tri-Creek School Corporation 
OH,Tri-State STEM+M Early College High School,tri-state stem+m early college high school,3901577,36639015770000,NA
IN,Tri-Township Cons School Corp,tri-township consolidated school corporation,1800107,15504610200000,NA
NY,TRI-VALLEY CENTRAL SCHOOL DISTRICT,tri valley central school district,3628890,33505301900000, Tri-Valley Central School District 
OH,Tri-Valley Local,tri valley local school dist,3904887,36506070100000, Tri-Valley Local School District 
SD,Tri-Valley School District 49-6,tri valley school district 49-6,4644940,42505005300000,NA
PA,Tri-Valley SD,tri valley school dist,4223700,39505470300000,NA
OH,Tri-Village Local,tri-village local sch dist,3904668,36501900900000, Tri-Village Local School District 
IL,Triad CUSD 2,triad community unit school district 2,1737350,14506001200000, Triad Community Unit District No.2 
OH,Triad Local,triad local sch dist,3904620,36501100600000, Triad Local School District 
IL,Trico CUSD 176,tricounty community unit school district 176,1708250,14503902300000,NA
KY,Trigg County,trigg co sch dist,2105580,18511100100000, Trigg County Board of Education 
KY,Trimble County,trimble co sch dist,2105610,18511200100000, Trimble County School District 
OH,Trimble Local,trimble local sch dist,3904592,36500501200000, Trimble Local School District 
TX,TRINIDAD ISD,trinidad ind sch dist 907,4843170,44510701400000, Trinidad Independent School District 
CO,Trinidad School District 1 in the county of Las Animas and,trinidad school district 1,0806960,06503604100000,NA
CA,Trinidad Union Elementary,trinidad union elem sch dist,0639720,05501206000000, Trinidad Union Elementary School District 
CA,Trinity Alps Unified,trinity alps unified school district,0601331,05505301600000, Trinity Alps Unified School District 
PA,Trinity Area SD,trinity area school dist,4223760,39506370900000, Trinity Area School District 
CA,Trinity Center Elementary,trinity center elem sch dist,0639750,05505301500000, Trinity Center Elementary School District 
CA,Trinity County Office of Education,trinity county office of education,0691044,05105305230100, Trinity County Office of Education 
MT,Trinity Elem,trinity elem dist 4,3026490,27502500600000,NA
TX,TRINITY ISD,trinity ind sch dist 903,4843200,44522800500000, Trinity Independent School District 
GA,Trion City,trion ind sch dist,1305130,11502700200000, School District Trion City 
IL,Triopia CUSD 27,triopia community unit school district 27,1710830,14506900200000,NA
KS,Triplains,triplains unified school district 275,2000013,17505501000000,NA
IA,Tripoli Comm School District,tripoli community school district,1928050,16500904000000, Tripoli Community School District 
SD,Tripp-Delmont School District 33-5,trip-delmart school district 33-5,4672450,42503409200000,NA
MA,Triton,triton regional sch dist,2511740,22500590100000, Triton Regional School District 
IN,Triton School Corporation,triton school corporation,1811490,15505070200000, Triton School Corporation 
MN,TRITON SCHOOL DISTRICT,triton public school dist 2125,2740665,24502000300000,NA
OH,Triway Local,triway local sch dist,3905059,36508550100000, Triway Local School District 
CA,Trona Joint Unified,trona joint unified sch.dist,0639840,05503605400000, Trona Joint Unified School District 
OH,Trotwood-Madison City,trotwood-madison city school dist,3904869,36505701100000, Trotwood-Madison City School District 
GA,Troup County,troup co sch dist,1300001,11514100300000, Troup County School District 
TX,TROUP ISD,troup ind sch dist 904,4843230,44521201400000, Troup Independent School District 
TN,Trousdale County,hartsville-trousdale county school district,4704170,43208500130100,NA
MT,Trout Creek Elem,trout creek elem dist 6,3026520,27504501200000,NA
WA,Trout Lake School District,trout lake school district 400,5309060,48502001400000,NA
PA,Troy Area SD,troy sch dist,4223790,39500803900000,NA
IL,Troy CCSD 30C,troy community consolidated school district 30 c,1739510,14509903600000, Troy Community Consolidated School District 30-C 
AL,Troy City,troy city school district,0103330,01505500200000, Troy City Board of Education 
OH,Troy City,troy city sch dist,3904492,36505501000000,NA
NY,TROY CITY SCHOOL DISTRICT,troy city sch dist,3628950,33504202700000,NA
MT,Troy Elem,troy public sch dist 1,3026550,27502740230100,NA
MT,Troy H S,troy h s dist 1,3026580,27502740230200,NA
TX,TROY ISD,troy ind sch dist 910,4843260,44501401500000, Troy Independent School District 
KS,Troy Public Schools,troy unified school district 429,2012330,17502204000000,NA
MO,TROY R-III,troy sch dist r 3,2930450,26505700300000,NA
ID,TROY SCHOOL DISTRICT,troy school district 287,1600009,13502930100000,NA
MI,Troy School District,troy school district,2634260,23506304200000, Troy School District 
VT,Troy School District,troy town sch dist,5008130,46501001800000,NA
OR,Troy SD 54,troy sch dist 54,4112360,38503201700000,NA
MN,TRUMAN PUBLIC SCHOOL DISTRICT,truman sch dist 458,2740680,24504602100000,NA
AR,TRUMANN SCHOOL DISTRICT,trumann sch dist 21,0500047,04505600600000, Trumann School District No. 21 
NY,TRUMANSBURG CENTRAL SCHOOL DISTRICT,trumansburg central school district,3628980,33505500800000, Trumansburg Central School District 
CT,Trumbull School District,trumbull town schools,0904620,07300101630100,NA
MA,Truro,truro town sch,2511730,22300101330100,NA
AL,Trussville City,trussville city school district,0100013,01503710200000, Trussville City Board of Education 
NM,Tse'ii'ahi' Community School,NA,5900056,NA,NA
AZ,Tuba City Boarding School,NA,5900037,NA,NA
AZ,Tuba City Unified School District #15 (4197),tuba city unified school district 15,0408680,03500300500000, Tuba City Unified School District No. 15 
NY,TUCKAHOE COMMON SCHOOL DISTRICT,tuckahoe common sch dist,3629070,33505207100000,NA
NY,TUCKAHOE UNION FREE SCHOOL DISTRICT,tuckahoe union free school dist,3629040,33506005000000,NA
WV,TUCKER COUNTY SCHOOLS,tucker co sch dist,5401410,49504700100000, Tucker County Board of Education 
MS,Tucker Elementary School,NA,5900100,NA,NA
NJ,Tuckerton Borough School District,tuckerton boro sch dist,3416320,31501502700000,NA
AZ,Tucson Unified District (4403),tucson unified school district 1,0408800,03501001800000, Tucson Unified School District No.1 
NM,TUCUMCARI PUBLIC SCHOOLS,tucumcari public schools,3502640,32502000300000, Tucumcari Public Schools 
WA,Tukwila School District,tukwila school district 406,5308130,48501702200000, Tukwila School District No. 406 
CA,Tulare City,tulare city school district,0639870,05505406100000, Tulare City School District 
CA,Tulare County Office of Education,tulare co spl schs oper by co supt,0691045,05105405330100,NA
CA,Tulare Joint Union High,tulare joint union high sch dist,0639930,05505406200000,NA
NM,TULAROSA MUNICIPAL SCHOOLS,tularosa school district,3502670,32501900400000,NA
CA,Tulelake Basin Joint Unified,tulelake basin jt. unif. sch. dist.,0639940,05502560100000,NA
TX,TULIA ISD,tulia ind sch dist 903,4843320,44521900300000, Tulia Independent School District 
TN,Tullahoma,tullahoma city sch dist,4704200,43201600230100,NA
NY,TULLY CENTRAL SCHOOL DISTRICT,tully central sch dist,3629130,33503403700000,NA
TX,TULOSO-MIDWAY ISD,tuloso midway ind sch dist 912,4843350,44517801700000, Tuloso Midway Independent School District 
PA,Tulpehocken Area SD,tulpehocken area school district,4223820,39500670300000, Tulpehocken Area School District 
OK,TULSA,tulsa sch dist 1,4030240,37507201900000,NA
WA,Tumwater School District,tumwater school district 33,5309100,48503401200000, Tumwater School District No. 33 
MS,TUNICA COUNTY SCHOOL DISTRICT,tunica county school district,2804290,25507250100000, Tunica County School District 
PA,Tunkhannock Area SD,tunkhannock sch dist,4223850,39506670200000,NA
CA,Tuolumne County Superintendent of Schools,tuolumne county selpa,0691046,05105505430100,NA
OK,TUPELO,tupelo sch dist 2,4030270,37501501400000, Tupelo School District I-2 
MS,TUPELO PUBLIC SCHOOL DIST,tupelo public school district,2804320,25504100200000, Tupelo Public School District 
NY,TUPPER LAKE CENTRAL SCHOOL DISTRICT,tupper lake central school dist,3629160,33501709900000,NA
OK,TURKEY FORD,turkey ford sch dist 10,4030290,37505880100000, Turkey Ford Public Schools C-10 
IA,Turkey Valley Comm School District,turkey valley community school district,1928110,16503350200000, Turkey Valley Community School District 
TX,TURKEY-QUITAQUE ISD,turkey quitaque ind sch dist 905,4843400,44509600400000, Turkey-Quitaque Independent School District 
PA,Turkeyfoot Valley Area SD,turkey foot valley area school dist,4223880,39505601100000,NA
CA,Turlock Unified,turlock unified school district,0600158,05505004200000, Turlock Unified School District 
OK,TURNER,turner sch dist 5,4030300,37504300700000, Turner Public Schools I-5 
GA,Turner County,turner co sch dist,1305190,11514200100000, School District Turner County 
MT,Turner Elem,turner elem school dist 43,3026640,27500340330100,NA
MT,Turner H S,turner high sch dist 43,3026670,27500340330200,NA
KS,Turner-Kansas City,turner unified school district 202,2012360,17510502100000,NA
OK,TURPIN,turpin sch dist 28,4030330,37500401400000,NA
WI,Turtle Lake School District,turtle lake school district,5515060,50500309100000,NA
ND,TURTLE LAKE-MERCER 72,turtle lake mercer sch dist 72,3818500,35502802400000,NA
ND,Turtle Mountain Elementary School,NA,5900106,NA,NA
ND,Turtle Mountain High School,NA,5900158,NA,NA
ND,Turtle Mountain Middle School,NA,5900025,NA,NA
AL,Tuscaloosa City,tuscaloosa city school district,0103360,01506300100000, Tuscaloosa City Board of Education 
AL,Tuscaloosa County,tuscaloosa county school district,0103390,01506300200000, Tuscaloosa County Board of Education 
OH,Tuscarawas Valley Local,tuscarawas valley school dist,3905030,36507901700000, Tuscarawas Valley Local School District 
PA,Tuscarora SD,tuscarora school dist,4222740,39502870300000, Tuscarora School District 
IL,Tuscola CUSD 301,tuscola community unit school district 301,1739600,14502100400000,NA
AL,Tuscumbia City,tuscumbia city school district,0103420,01501700300000, Tuscumbia City Board of Education 
OK,TUSHKA,tushka sch dist 19,4030360,37500302600000, Tushka School District No. I-19 
OK,TUSKAHOMA,tuskahoma sch dist 4,4030390,37506402300000, Tuskahoma Public School District C-4 
OH,Tuslaw Local,tuslaw local sch dist,3904995,36507602400000, Tuslaw Local School District 
PA,Tussey Mountain SD,tussey mountain sch district,4223970,39500570300000, Tussey Mountain School District 
CA,Tustin Unified,tustin unified sch dist,0640150,05503004300000, Tustin Unified School District 
OK,TUTTLE,tuttle sch dist 97,4030420,37502603000000, Tuttle School District No. I-097 
NY,TUXEDO UNION FREE SCHOOL DISTRICT,tuxedo u f sch dist,3629190,33503604600000,NA
CA,Twain Harte,twain harte school district,0640200,05505502100000,NA
GA,Twiggs County,twiggs co sch dist,1305220,11514300100000, School District Twiggs County 
MT,Twin Bridges K-12 Schools,twin bridges k-12 sch district,3026730,27502940400000,NA
ND,TWIN BUTTES 37,twin buttes school district #37,3818600,35501370100000, Twin Buttes School District No. 37 
ND,Twin Buttes Day School,NA,5900077,NA,NA
IA,Twin Cedars Comm School District,twin cedars community school district,1928170,16506301000000, Twin Cedars Community School District 
ID,TWIN FALLS DISTRICT,twin falls school district 411,1603240,13504201100000,NA
OK,TWIN HILLS,twin hills sch dist 11,4030450,37505602700000, Twin Hills School District C-11 
CA,Twin Hills Union Elementary,twin hills union elem sch dist,0640230,05504906200000, Twin Hills Union Elementary School District 
WI,Twin Lakes #4 School District,twin lakes school district 4,5515090,50503003300000,NA
IN,Twin Lakes School Corp,twin lakes consolidated school corporation,1811580,15509170400000,NA
CA,Twin Ridges Elementary,twin ridges elem sch dist,0600012,05502990100000, Twin Ridges Elementary School District 
NE,TWIN RIVER PUBLIC SCHOOLS,twin river public schools,3100129,28506330100000,NA
IA,Twin Rivers Comm School District,twin rivers community school district,1928200,16504601900000, Twin Rivers Community School District 
MO,TWIN RIVERS R-X,twin rivers sch dist r-10,2930520,26501200900000,NA
CA,Twin Rivers Unified,twin rivers unified school district,0601332,05503402300000, Twin Rivers Unified School District 
KS,Twin Valley,twin valley unified school district 240,2003960,17507200300000,NA
OH,Twin Valley Community Local,twin valley local school dist,3904900,36506801200000,NA
PA,Twin Valley SD,twin valley sch dist,4224000,39500671200000, Twin Valley School District 
VT,Twin Valley Unified School District,twin valley unified union sch dist,5000418,46501310200000,NA
VT,Twinfield USD #33,twinfield union school district 33,5008225,46501280100000,NA
OH,Twinsburg City,twinsburg city sch dist,3905007,36507701900000, Twinsburg City School District 
MT,Two Eagle River School,NA,5900178,NA,NA
WI,Two Rivers Public School District,two rivers school district,5515120,50503660200000, Two Rivers Public School District 
AR,TWO RIVERS SCHOOL DISTRICT,two rivers sch dist 10,0500079,04507500700000, Two Rivers School District No. 10 
CA,Two Rock Union,two rock union school district,0640260,05504906300000, Two Rock Union Elementary School District 
IL,Twp HSD 113,township high school district 113,1719080,14504903000000, Township High School District 113 
WV,TYLER COUNTY SCHOOLS,tyler co sch dist,5401440,49504800100000, Tyler County Board of Education 
TX,TYLER ISD,tyler ind sch dist 905,4843470,44521201300000, Tyler Independent School District 
MA,Tyngsborough,tyngsborough public schs,2511760,22300903630100,NA
OK,TYRONE,tyrone sch dist 53,4030480,37507001000000, Tyrone Public School District I-53 
PA,Tyrone Area SD,tyrone area school dist,4224030,39500702100000, Tyrone Area School District 
NC,Tyrrell County Schools,tyrrell co sch,3704590,34108908930100, Tyrrell County Board of Education 
MI,Ubly Community Schools,ubly comm sch dist,2634380,23503207800000, Ubly Community Schools 
KS,Udall,udall unified school district 463,2012390,17501804700000,NA
FL,UF LAB SCH,uf lab sch,1202015,10612020150000,NA
WY,Uinta County School District #1,uinta co sch dist 1,5602760,51502100100000, Uinta County School District No.1 
WY,Uinta County School District #4,uinta co sch dist 4,5604500,51502100200000,NA
WY,Uinta County School District #6,uinta co sch dist 6,5604260,51502100400000,NA
UT,Uintah District,uintah county school district,4901080,45502400100000, Uintah School District 
OR,Ukiah SD 80R,ukiah sch dist 80,4112540,38503002200000,NA
CA,Ukiah Unified,ukiah unified sch dist,0640300,05502302800000, Ukiah Unified School District 
MN,ULEN-HITTERDAL PUBLIC SCHOOL DIST,ulen-hitterdal ind sch #914 dist,2740810,24501401400000,NA
MT,Ulm Elem,ulm elem dist 85,3026880,27500703800000,NA
KS,Ulysses,ulysses unified school district 214,2012420,17503401000000,NA
OR,Umatilla SD 6R,umatilla sch dist 6,4112600,38503002400000, Umatilla County School District 6 
NE,UMO N HO N NATION PUBLIC SCHS,umo n ho n nation public sch dist,3119560,28508701000000,NA
NY,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,unadilla valley central school district,3600019,33500900600000, Unadilla Valley Central School District 
AK,Unalaska City School District,unalaska city school district,0200720,02200100430100,NA
ND,UNDERWOOD 8,underwood pub sch dist 8,3818660,35502805600000,NA
IA,Underwood Comm School District,underwood community school district,1928230,16507803700000, Underwood Community School District 
MN,UNDERWOOD PUBLIC SCHOOL DISTRICT,underwood ind sch dist 550,2740830,24505617900000,NA
TN,Unicoi County,unicoi co sch dist,4704230,43108608630100, Unicoi County Schools 
CT,Unified School District #1,unified school district #1,0900003,07609000030000,NA
CT,Unified School District #2,unified school district #2,0900004,07609000040000,NA
FL,UNION,union county school district,1201890,10506300100000, Union County District School Board 
OK,UNION,union sch dist 9,4030600,37507202000000,NA
SC,Union 01,union county school district,4503750,41504400100000, Union County Schools 
PA,Union Area SD,union area school dist,4224060,39503750100000,NA
NJ,Union Beach Public School District,union beach boro sch dist,3416350,31501304500000,NA
OK,UNION CITY,union city sch dist 57,4030630,37500902000000, Union City School District I-57 
TN,Union City,union city schs,4704260,43206600730100, Union City Board of Education 
PA,Union City Area SD,union city area sch dist,4224090,39502502400000, Union City Area School District 
MI,Union City Community Schools,union city comm sch dist,2634410,23501203200000, Union City Community Schools 
NJ,Union City School District,union city school district,3416380,31200900930100,NA
MS,UNION CO SCHOOL DIST,union co sch dist,2804350,25507350100000, Union County School District 
IN,Union Co/Clg Corner Joint Sch Dist,union county school corporation,1811610,15508150100000,NA
IA,Union Comm School District,union community school district,1900022,16508601900000, Union Community School District 
GA,Union County,union co sch dist,1305250,11514400100000, Union County Board of Education 
KY,Union County,union co sch dist,2105640,18511300100000,NA
TN,Union County,union co sch dist,4704290,43108708730100,NA
NC,Union County Public Schools,union co schools,3704620,34109009030200, Union County Board of Education 
CA,Union Elementary,union elem sch dist,0640320,05504304800000, Union School District 
AZ,Union Elementary District (4277),union school district 62,0408820,03500704900000, Union Elementary School District No. 62 
NY,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,tarrytown u f sch dist 1,3628650,33506004900000,NA
WA,Union Gap School District,union gap school district 2,5309150,48503901500000, Union Gap School District No.2 
TX,UNION GROVE ISD,union grove ind sch dist 908,4843530,44523001200000, Union Grove Independent School District 
WI,Union Grove J1 School District,union grove york joint school district 1,5515180,50505205500000,NA
WI,Union Grove UHS School District,union grove u high school district,5515150,50505205400000,NA
CA,Union Hill Elementary,union hill elem sch dist,0640380,05502901600000, Union Hill Elementary School District 
TX,UNION HILL ISD,union hill ind sch dist 904,4843560,44523001300000, Union Hill Independent School District 
OH,Union Local,union local sch dist,3904601,36500701400000, Union Local School District 
LA,Union Parish,union parish school district,2201770,19505600100000,NA
MS,UNION PUBLIC SCHOOL DIST,union mun sep sch dist,2804380,25505100200000,NA
MO,UNION R-XI,union sch dist r 11,2930570,26503603400000,NA
IL,Union Ridge SD 86,union ridge school district 86,1739780,14501614700000,NA
IN,Union School Corporation,union school corporation,1811730,15506800700000, Union School Corporation 
CT,Union School District,union town schools,0904650,07300701130100,NA
PA,Union SD,union sch dist,4224120,39501670700000,NA
OR,Union SD 5,union sch dist 5,4112690,38503101700000,NA
IL,Union SD 81,union school district 81,1739660,14509903700000,NA
NY,UNION SPRINGS CENTRAL SCHOOL DISTRICT,union springs centrl school dist,3629250,33500601300000,NA
MO,UNION STAR R-II,union star sch dist r-2,2930600,26503200600000,NA
IN,Union Township School Corp,union township school corporation,1811700,15506401100000, Union Township School Corporation 
NJ,Union Township School District,union twp sch dist,3416440,31501002600000,NA
NY,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,union-endicott ctl sch dist,3610710,33500401100000, Union-Endicott Central School District 
IN,Union-North United School Corp,union-north united school corporation,1811910,15507180200000,NA
OH,Union-Scioto Local,union scioto local sch dist,3904953,36507101300000, Union Scioto Local School District 
NY,UNIONDALE UNION FREE SCHOOL DISTRICT,uniondale uf sch dist,3629280,33503005900000, Uniondale Union Free School District 
KS,Uniontown,uniontown unified school district 235,2012450,17500604900000,NA
PA,Uniontown Area SD,uniontown area sch dist,4224150,39502603700000, Uniontown Area School District 
PA,Unionville-Chadds Ford SD,unionville chadds ford school dist,4224210,39501570400000, Unionville-Chadds Ford School District 
MI,Unionville-Sebewaing Area S.D.,unionville-sebewaing area school district,2634440,23507908400000, Unionville Sebewaing Area Schools 
ND,UNITED 7,united pub sch dist 7,3818730,35505150100000,NA
IA,United Comm School District,united community school district,1928560,16500804800000, United Community School District 
IL,United CUSD 304,united community unit school district 304,1700321,14509401400000, United Community Unit School District 304 
TX,UNITED ISD,united ind sch dist 903,4843650,44524050100000, United Independent School District 
OH,United Local,united local sch dist,3904645,36501501300000, United Local School District 
PA,United SD,united school district,4224240,39503270200000, United School District 
MN,UNITED SOUTH CENTRAL SCHOOL DIST.,united south central school dt,2700005,24502200900000,NA
IL,United Twp HSD 30,united township high school district 30,1739870,14508101800000, United Township High School District No. 30 
IL,Unity Point CCSD 140,unity point community consolidated school district 140,1739930,14503901100000,NA
NH,Unity School District,unity school dist,3306750,30501001300000,NA
WI,Unity School District,unity school district,5500750,50504904500000, Unity School District 
MO,UNIVERSITY CITY,university city sch dist,2930660,26509502500000,NA
IL,University of Ill Lab School,university of ill lab school,1700100,14617001000000,NA
NE,UNIVERSITY OF NEBRASKA HIGH SCHOOL,university of nebraska high school,3100059,28631000590000,NA
TX,UNIVERSITY OF TEXAS AT AUSTIN H S,university of texas at austin h s,4801473,44648014730000,NA
WA,University Place School District,university place sch dist 83,5309180,48502702800000, University Place School District No. 83 
NM,UNM MIMBRES SCHOOL,unm mimbres school,3500016,32635000160000,NA
MA,Up-Island Regional,up-island regional school district,2500043,22500430100000,NA
CA,Upland Unified,upland unif school district,0600016,05503605500000, Upland Unified School District 
PA,Upper Adams SD,upper adams merged sch,4224300,39500150200000,NA
OH,Upper Arlington City,upper arlington city sch dist,3904493,36502501400000, Upper Arlington City School District 
MA,Upper Cape Cod Regional Vocational Technical,upper cape cod reg voc-tech school dist,2511800,22500180100000,NA
PA,Upper Darby SD,upper darby sch dist,4224320,39502304500000, Upper Darby School District 
PA,Upper Dauphin Area SD,upper dauphin area school dist,4224360,39502270300000, Upper Dauphin Area School District 
NJ,Upper Deerfield Township School District,upper deerfield twp sch dist,3416530,31500601100000, Upper Deerfield Township School District 
PA,Upper Dublin SD,upper dublin sch dist,4224390,39504605200000, School District of Upper Dublin 
NJ,Upper Freehold Regional School District,upper freehold reg school dist,3416560,31501304600000,NA
CA,Upper Lake Unified,upper lake unified school district,0601442,05501701400000, Upper Lake Unified School District 
PA,Upper Merion Area SD,upper merion area sch dist,4224480,39504605600000, Upper Merion Area School District 
PA,Upper Moreland Township SD,upper moreland twp school dist,4224510,39504605700000, School District of Upper Moreland Township 
PA,Upper Perkiomen SD,upper perkiomen school dist,4224540,39504670200000, Upper Perkiomen School District 
NJ,UPPER PITTSGROVE TWP School District,upper pittsgrove twp sch dist,3416590,31501701200000,NA
CO,Upper Rio Grande School District C-7,upper rio grande sch dist c-7,0803300,06505300200000, Upper Rio Grande School District C-7 
NJ,Upper Saddle River School District,upper saddle river sch dist,3416620,31500206300000,NA
PA,Upper Saint Clair SD,upper st clair twp school dist,4224570,39500210300000, Upper St. Clair Township School District 
OH,Upper Sandusky Exempted Village,upper sandusky ex vlg school dist,3910024,36508801100000, Upper Sandusky Exempted Village School District 
OH,Upper Scioto Valley Local,upper scioto valley local sch dist,3904752,36503300700000, Upper Scioto Valley Local School District 
NJ,Upper Township School District,upper twp sch dist,3416650,31500500700000, Upper Township School District 
MT,Upper West Shore Elem,upper west shore elem dist 33,3015900,27502400300000,NA
MN,UPSALA PUBLIC SCHOOL DISTRICT,upsala area schools 487,2740860,24504901600000,NA
WV,UPSHUR COUNTY SCHOOLS,upshur co school district,5401470,49504900100000, Upshur County Board of Education 
RI,Urban Collaborative,urban collaborative accelerated program,4400005,40500420200000,NA
IL,Urban Prep West Charter School,urban prep west charter school,1701436,14617014360000,NA
OH,Urbana City,urbana city sch dist,3904494,36501100700000, Urbana City School District 
IL,Urbana SD 116,urbana school district 116,1739960,14501002100000, Urbana School District No. 116 
IA,Urbandale Comm School District,urbandale community school district,1928680,16507703200000, Urbandale Community School District 
UT,Utah Schools for Deaf & Blind,utah schools for deaf & blind,4900069,45649000690000,NA
NY,UTICA CITY SCHOOL DISTRICT,utica city sch dist,3629370,33503306000000, Utica City School District 
MI,Utica Community Schools,utica comm sch dist,2634470,23505002500000, Utica Community Schools 
TX,UTOPIA ISD,utopia ind sch dist 904,4843680,44523200600000, Utopia Independent School District 
TX,UVALDE CISD,uvalde cons ind sch dist 903,4843720,44523200700000, Uvalde Consolidated Independent School District 
MA,Uxbridge,uxbridge town schs,2511850,22301404930100,NA
IL,V I T CUSD 2,v i t community unit school district 2,1738490,14502902300000,NA
VA,VA BEACH CITY PBLC SCHS,virginia beach city schs,5103840,47213200130100,NA
CA,Vacaville Unified,vacaville unified school district,0640590,05504802300000, Vacaville Unified School District 
AZ,Vail Unified District (4413),vail unified school district,0408850,03501001900000,NA
CA,Val Verde Unified,val verde unified school district,0691135,05503304200000, Val Verde Unified School District 
WI,Valders Area School District,valders school district,5515210,50503606400000,NA
AK,Valdez City School District,valdez city school district,0200780,02202000230100, Valdez City Schools 
GA,Valdosta City,valdosta ind sch dist,1305310,11509200100000, School District Valdosta City 
OR,Vale SD 84,vale school district 84,4100014,38502320100000, Vale School District No. 84 
NE,VALENTINE COMMUNITY SCHOOLS,valentine rural high sch district 6,3178020,28501660100000,NA
AZ,Valentine Elementary District (4380),valentine school district 22,0408880,03500801500000,NA
TX,VALENTINE ISD,valentine ind sch dist 902,4843740,44512200200000, Valentine Independent School District 
NY,VALHALLA UNION FREE SCHOOL DISTRICT,valhalla uf sch dist,3629400,33506002600000,NA
MT,Valier Elem,valier elem sch dist 18,3027060,27503740230100,NA
MT,Valier H S,valier h s dist 18,3027090,27503740230200,NA
CA,Valle Lindo Elementary,valle lindo elem sch dist,0640650,05501910200000, Valle Lindo School District 
CA,Vallecito Union,vallecito union elem sch dist,0640680,05500500500000, Vallecito Union Elementary School District 
CA,Vallecitos Elementary,vallecitos elem sch dist,0640710,05503704900000, Vallecitos Elementary School District 
CA,Vallejo City Unified,vallejo city unif sch dist,0640740,05504802500000, Vallejo City Unified School District 
KS,Valley Center Pub Sch,valley center unified school district 262,2012510,17508703400000,NA
CA,Valley Center-Pauma Unified,valley center-pauma unified school district,0600069,05503730100000, Valley Center Pauma Unified School District 
NY,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),valley central sch dist at montgomery,3619680,33503601600000,NA
ND,VALLEY CITY 2,valley city school district #2,3818850,35500206900000,NA
ID,VALLEY DISTRICT,valley school district 262,1603270,13502700500000,NA
KS,Valley Falls,valley falls unified school district 338,2012540,17504403900000,NA
PA,Valley Grove SD,valley grove sch dist,4224630,39506150200000, Valley Grove School District 
KS,Valley Heights,valley heights unified school district 498,2012780,17505907000000, Valley Heights Unified School District No. 498 
CA,Valley Home Joint Elementary,valley home elem sch dist,0640800,05505004300000, Valley Home Joint Elementary School District 
OH,Valley Local,valley local sch dist,3904964,36507300900000, Valley Local School District 
TX,VALLEY MILLS ISD,valley mills ind sch dist 904,4843760,44501800800000, Valley Mills Independent School District 
MO,VALLEY PARK,valley park sch dist,2930690,26509502600000,NA
MO,VALLEY R-VI,valley sch dist r 6,2930720,26511101500000,NA
WA,Valley School District,valley school district 70,5309240,48503303100000,NA
AR,VALLEY SPRINGS SCHOOL DISTRICT,valley springs sch dist 2,0513350,04500500600000,NA
OH,Valley STEM+ME2 Academy,valley stem+me2 academy,3901565,36639015650000,NA
NY,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,valley stream union free sch dist 13,3629430,33503001700000,NA
NY,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,valley stream union free sch dist 24,3629460,33503002200000,NA
NY,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,valley stream union free sch dist 30,3629490,33503002600000,NA
NY,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,valley stream central high school dist,3629520,33503000900000,NA
AZ,Valley Union High School District (4190),valley union high school district 22,0408910,03500201800000,NA
IL,Valley View CUSD 365U,valley view community unit school district 365 u,1740070,14509903800000,NA
MT,Valley View Elem,valley view elem dist 35,3027150,27502400600000,NA
TX,VALLEY VIEW ISD,valley view ind sch dist 916,4843800,44510801900000, Valley View Independent School District 
TX,VALLEY VIEW ISD,valley view ind sch dist 903,4843860,44504901100000, Valley View Independent School District 
OH,Valley View Local,valley view local school dist,3904874,36505700500000, Valley View Local School District 
AR,VALLEY VIEW SCHOOL DISTRICT,valley view sch dist,0513380,04501601200000,NA
PA,Valley View SD,valley view sch dist,4224650,39503500200000, Valley View School District 
ND,VALLEY-EDINBURG 118,valley-edinburg school district 118,3800397,35505010100000,NA
OK,VALLIANT,valliant sch dist 11,4030870,37504505700000, Valliant School District I-11 
ID,VALLIVUE SCHOOL DISTRICT,vallivue school district 139,1600600,13501470100000, Vallivue School District No. 139 
IL,Valmeyer CUSD 3,valmeyer community unit school district 3,1740080,14506700200000,NA
IN,Valparaiso Community Schools,valparaiso community schools,1811970,15506401200000,NA
TX,VAN ALSTYNE ISD,van alstyne ind sch district 908,4843890,44509102200000, Van Alstyne Independent School District 
TN,Van Buren County,van buren co sch dist,4704320,43108808830100, Van Buren County Schools 
IA,Van Buren County Comm School District,van buren county community school district,1928980,16508950300000, Van Buren County Community School District 
OH,Van Buren Local,van buren local school dist,3910001,36503200800000, Van Buren Local School District 
