"","state","nces_original_name","gov_unit_original_name","ncesid","censusid","county_nces","student","acfrs_original_name"
"3404","NJ","East Amwell Township School District","east amwell twp sch dist","3404080","31501000800000","Hunterdon County","353.00000",NA
"3405","NY","EAST AURORA UNION FREE SCHOOL DISTRICT","east aurora union free school dist","3609540","33501501500000","Erie County","1810.00000"," east aurora union free school district "
"3406","LA","East Baton Rouge Parish","east baton rouge school district","2200540","19501700100000","East Baton Rouge Parish","41291.00000",NA
"3407","TX","EAST BERNARD ISD","east bernard ind sch dist 902","4817830","44524100400000","Wharton County","941.00000"," east bernard independent school district "
"3408","KY","East Bernstadt Independent","east bernstadt independent school dist","2101590","18506300100000","Laurel County","549.00000",NA
"3409","NY","EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT","east bloomfield central school dist","3604920","33503500200000","Ontario County","873.00000",NA
"3410","MA","East Bridgewater","east bridgewater public schools","2504440","22301200530100","Plymouth County","2216.00000",NA
"3411","NJ","East Brunswick Township School District","east brunswick twp sch dist","3404110","31501200400000","Middlesex County","8259.00000"," east brunswick public schools "
"3412","MO","EAST BUCHANAN CO. C-1","east buchanan school dist c-1","2911250","26501180100000","Clinton County","712.00000",NA
"3413","IA","East Buchanan Comm School District","east buchanan community school district","1910110","16501050100000","Buchanan County","612.00000"," east buchanan community school district "
"3414","NE","EAST BUTLER PUBLIC SCHOOLS","east butler sch dist 502","3100003","28501280100000","Butler County","289.00000"," east butler school district #502 "
"3415","NC","East Carolina Community School","east carolina community school","3700419","34637004190000","Pitt County","117.00000",NA
"3416","LA","East Carroll Parish","east carroll parish school district","2200570","19501800100000","East Carroll Parish","932.00000","east carroll parish school board"
"3417","MO","EAST CARTER CO. R-II","east carter sch dist r-2","2911100","26501801200000","Carter County","660.00000","east carter r-ii school district"
"3418","TX","EAST CENTRAL ISD","east central ind sch district 911","4817850","44501500300000","Bexar County","10146.00000"," east central independent school district "
"3419","MN","EAST CENTRAL SCHOOL DISTRICT","east central isd 2580","2711085","24505820300000","Pine County","776.00000",NA
"3420","TX","EAST CHAMBERS ISD","east chambers ind sch dist 903","4817880","44503600300000","Chambers County","1535.00000"," east chambers independent school district "
"3421","MI","East China School District","east china school district","2612420","23507403300000","St. Clair County","3984.00000"," east china school district "
"3422","OH","East Cleveland City School District","east cleveland city sch dist","3904390","36501801200000","Cuyahoga County","1839.00000"," east cleveland city school district "
"3423","OH","East Clinton Local","east clinton local sch dist","3904640","36501401200000","Clinton County","1260.00000"," east clinton local school district "
"3424","IL","East Coloma - Nelson CESD 20","east coloma - nelson cesd 20","1701411","14509810200000","Whiteside County","232.00000",NA
"3425","IL","East Dubuque USD 119","east dubuque unit school district 119","1713050","14504300100000","Jo Daviess County","648.00000",NA
"3426","AR","EAST END SCHOOL DISTRICT","east end sch dist 1","0505580","04505300100000","Perry County","660.00000"," east end school district no.1 "
"3427","LA","East Feliciana Parish","east feliciana parish school district","2200600","19501900100000","East Feliciana Parish","1795.00000","east feliciana parish school board"
"3428","IN","East Gibson School Corporation","east gibson school corporation","1802940","15502670100000","Gibson County","807.00000"," east gibson school corporation "
"3429","MT","East Glacier Park Elem","east glacier park elem district 50","3009510","27501800800000","Glacier County","57.00000",NA
"3430","CT","East Granby School District","east granby school system","0901170","07300200630100","Hartford County","831.00000",NA
"3431","MN","EAST GRAND FORKS PUBLIC SCHOOL DIST","east grand forks sch dist 595","2711130","24506000400000","Polk County","1940.00000"," east grand forks independent school district 595 "
"3432","MN","EAST GRAND FORKS PUBLIC SCHOOL DIST","east grand forks sch dist 595","2711130","24506000400000","Polk County","1940.00000"," east grand forks independent school district no. 595 "
"3433","MI","East Grand Rapids Public Schools","east grand rapids public schools","2612480","23504104300000","Kent County","2895.00000"," east grand rapids public schools "
"3434","CO","East Grand School District No. 2","east grand sch dist 2","0804320","06502550100000","Grand County","1354.00000"," east grand school district no.2 "
"3435","NY","EAST GREENBUSH CENTRAL SCHOOL DISTRICT","east greenbush central school district","3609630","33504200700000","Rensselaer County","4135.00000"," east greenbush central school district "
"3436","RI","East Greenwich","east greenwich town schs","4400300","40300200230100","Kent County","2595.00000",NA
"3437","NJ","East Greenwich Township School District","east greenwich twp sch dist","3404140","31500800300000","Gloucester County","1323.00000",NA
"3438","OH","East Guernsey Local","east guernsey local school dist","3906968","36503001800000","Guernsey County","1071.00000"," east guernsey local school district "
"3439","CT","East Haddam School District","east haddam town schools","0901200","07300400630100","Middlesex County","996.00000",NA
"3440","CT","East Hampton School District","east hampton town schools","0901230","07300400730100","Middlesex County","1837.00000",NA
"3441","NY","EAST HAMPTON UNION FREE SCHOOL DISTRICT","east hampton uf school dist 1","3609660","33505203700000","Suffolk County","1790.00000","east hampton union free school district"
"3442","NJ","East Hanover Township School District","east hanover twp sch dist","3404170","31501400900000","Morris County","929.00000",NA
"3443","CT","East Hartford School District","east hartford public schools","0901260","07300200730100","Hartford County","6767.00000",NA
"3444","CT","East Haven School District","east haven town schools","0901290","07300500530100","New Haven County","2871.00000",NA
"3445","MT","East Helena K-12","east helena k-12 school district","3000655","27502540500000","Lewis and Clark County","1387.00000",NA
"3446","OH","East Holmes Local","east holmes local sch dist","3904768","36503850100000","Holmes County","1614.00000"," east holmes local school district "
"3447","NY","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT","east irondequoit central sch dist","3609690","33502801800000","Monroe County","3114.00000"," east irondequoit central school district "
"3448","NY","EAST ISLIP UNION FREE SCHOOL DISTRICT","east islip ufsd","3609720","33505204900000","Suffolk County","3589.00000","east islip union free school district"
"3449","MI","East Jackson Community Schools","east jackson community schools","2612540","23503801300000","Jackson County","887.00000"," east jackson community schools "
"3450","MS","EAST JASPER CONSOLIDATED SCH DIST","east jasper cons sch dist","2801380","25503150100000","Jasper County","847.00000"," east jasper school district "
"3451","MI","East Jordan Public Schools","east jordan public schools","2612560","23501590100000","Charlevoix County","808.00000"," east jordan public schools "
"3452","NH","East Kingston School District","east kingston town sch","3302790","30500800900000","Rockingham County","133.00000",NA
"3453","OH","East Knox Local","east knox local sch dist","3910013","36504200800000","Knox County","894.00000"," east knox local school district "
"3454","MI","East Lansing School District","east lansing school district","2612600","23503301500000","Ingham County","3707.00000",NA
"3455","OH","East Liverpool City","east liverpool city sch dist","3904391","36501500300000","Columbiana County","2151.00000"," east liverpool city school district "
"3456","MA","East Longmeadow","east longmeadow town sch","2504500","22300700530100","Hampden County","2588.00000",NA
"3457","PA","East Lycoming SD","east lycoming sch dist","4208490","39504170200000","Lycoming County","1680.00000"," east lycoming school district "
"3458","CT","East Lyme School District","east lyme public schools","0901320","07300600330100","New London County","2687.00000",NA
"3459","MO","EAST LYNNE 40","east lynne sch dist 40","2911160","26501950100000","Cass County","103.00000",NA
"3460","ME","East Machias Public Schools","east machias school department","2300062","20301501930100","Washington County","246.00000",NA
"3461","IL","East Maine SD 63","east maine school district 63","1713140","14501603700000","Cook County","3489.00000"," east maine school district 63 "
"3462","IA","East Marshall Comm School District","east marshall community school district","1900040","16506420100000","Marshall County","824.00000"," east marshall community school district "
"3463","NY","EAST MEADOW UNION FREE SCHOOL DISTRICT","east meadow union free school dist","3609840","33503000200000","Nassau County","7368.00000"," east meadow union free school district "
"3464","ME","East Millinocket Public Schools","east millinocket town schs","2305280","20301001630100","Penobscot County","263.00000",NA
"3465","IA","East Mills Comm School District","east mills community school district","1918240","16506550200000","Mills County","440.00000"," east mills community school district "
"3466","IL","East Moline SD 37","east moline school district 37","1713170","14508100700000","Rock Island County","2719.00000"," east moline school district no 37 "
"3467","NY","EAST MORICHES UNION FREE SCHOOL DISTRICT","east moriches union free school dist","3609870","33505201900000","Suffolk County","684.00000",NA
"3468","OH","East Muskingum Local","east muskingum local sch dist","3904883","36506001000000","Muskingum County","2123.00000"," east muskingum local school district "
"3469","NJ","East Newark School District","east newark sch dist","3404200","31500900100000","Hudson County","238.00000",NA
"3470","MO","EAST NEWTON CO. R-VI","east newton sch dist r-6","2930420","26507301200000","Newton County","1356.00000","east newton county r-vi school district"
"3471","CA","East Nicolaus Joint Union High","east nicolaus jt uhs dist","0611780","05505100500000","Sutter County","312.00000","east nicolaus joint union high school district"
"3472","IN","East Noble School Corporation","east noble school corporation","1802970","15505750100000","Noble County","3564.00000"," east noble school corporation "
"3473","NJ","East Orange School District","east orange city school district","3404230","31200700430100","Essex County","10094.00000"," east orange board of education "
"3474","CO","East Otero School District No. R1","east otero sch dist r 1","0805130","06504550200000","Otero County","1422.00000"," east otero school district r-1 "
"3475","OH","East Palestine City","east palestine city sch dist","3904392","36501500400000","Columbiana County","1051.00000"," east palestine city school district "
