"","name","government_ID","id","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"3507","Cotulla","44214200100000",129998,"General Purpose",22553897,20783000,586575,553531,0,0,365847,0,111475,0,127489,2695025,65203,966854,4031717,520092,7238707,0,0,0,7758799,FALSE,"1600000US4817216","Cotulla city","Texas",3718,"TX","CITY OF COTULLA","COTULLA","LA SALLE"
"3508","Wheatland","05205800200000",68034,"General Purpose",6872146,5925318,748065,86686,93391,0,0,0,0,0,18686,2381576,245583,378365,3339504,710456,5634572,0,0,0,6345028,FALSE,"1600000US0685012","Wheatland city","California",3712,"CA","CITY OF WHEATLAND","WHEATLAND","YUBA"
"3509","Oglesby","14205001500000",73368,"General Purpose",10378025,3120000,492378,0,331363,0,6315479,0,0,0,118805,6350443,32657,9148,4844821,931793,10305276,0,0,0,11237069,FALSE,"1600000US1755353","Oglesby city","Illinois",3712,"IL","CITY OF OGLESBY","OGLESBY","LASALLE"
"3510","Gooding","13202400200000",32688,"General Purpose",6570241,0,464748,0,5277191,0,772935,0,0,0,55367,2373306,277550,1378886,1485816,1928125,3587433,0,0,0,5515558,FALSE,"1600000US1632140","Gooding city","Idaho",3707,"ID","CITY OF GOODING","GOODING","GOODING"
"3511","Vicksburg","23203900800000",81036,"General Purpose",4276248,2809630,387030,0,0,0,919791,0,0,0,159797,2873797,431173,162503,1816768,1336705,3947536,0,0,0,5284241,FALSE,"1600000US2682300","Vicksburg village","Michigan",3706,"MI","VILLAGE OF VICKSBURG","VICKSBURG","KALAMAZOO"
"3512","Emmetsburg","16207400400000",113991,"General Purpose",2644965,1692728,208717,0,0,0,670963,0,0,0,0,623107,578231,0,4087266,457710,4830894,0,0,0,5288604,FALSE,"1600000US1925590","Emmetsburg city","Iowa",3706,"IA","CITY OF EMMETSBURG","EMMETSBURG","PALO ALTO"
"3513","Imlay City","23204400500000",104104,"General Purpose",7377145,3875000,438568,0,0,0,2911787,0,0,141708,151790,3297746,448737,0,3147135,271809,6621809,0,0,0,6893618,FALSE,"1600000US2640320","Imlay City city","Michigan",3703,"MI","CITY OF IMLAY CITY","IMLAY CITY","LAPEER"
"3514","San Joaquin","05201001400000",67814,"General Purpose",2149183,235000,536990,0,281300,0,1059753,0,0,0,36140,1348625,557856,2057546,862522,1334748,3491801,0,0,0,4826549,FALSE,"1600000US0667126","San Joaquin city","California",3701,"CA","CITY OF SAN JOAQUIN","SAN JOAQUIN","FRESNO"
"3515","Heyburn","13203400200000",111719,"General Purpose",9434614,5864106,996857,0,0,1700474,873177,0,0,0,0,7326252,11735,488320,2069213,1632331,8263189,0,0,0,9895520,FALSE,"1600000US1637360","Heyburn city","Idaho",3700,"ID","CITY OF HEYBURN","HEYBURN","MINIDOKA"
"3516","Stilwell","37200100100000",103164,"General Purpose",1128172,0,243535,0,0,379900,158595,0,0,0,346142,429266,54716,1563097,3774689,-232417,6054185,0,0,0,5821768,FALSE,"1600000US4070350","Stilwell city","Oklahoma",3700,"OK","CITY OF STILWELL","STILWELL","ADAIR"
"3517","Nome","02201400700000",31601,"General Purpose",16868310,5449555,3610141,0,50001,0,5775101,0,204119,58407,422001,2570124,2030852,533917,12110123,-642008,17887024,0,0,0,17245016,FALSE,"1600000US0254920","Nome city","Alaska",3699,"AK","CITY OF NOME","NOME","NOME CENSUS AREA"
"3518","Yellow Springs","36202900900000",98456,"General Purpose",0,0,0,12745,7769637,0,0,0,0,0,0,29797,850343,0,3793033,360091,4313082,0,0,0,4673173,FALSE,"1600000US3986940","Yellow Springs village","Ohio",3697,"OH","VILLAGE OF YELLOW SPRINGS","YELLOW SPRINGS","GREENE"
"3519","Norton","47212300100000",39503,"General Purpose",11228634,7983544,1700303,88347,0,0,306523,0,875625,0,274292,3197604,3777142,487660,8172133,32749,15601790,0,0,0,15634539,FALSE,"1600000US5157688","Norton city","Virginia",3687,"VA","CITY OF NORTON","NORTON","NORTON CITY"
"3520","Umatilla","10203501400000",70552,"General Purpose",4149848,0,517105,235623,0,1488355,1700099,676702,3081,0,205585,3206525,675922,1203477,2785707,1131815,6739816,0,0,0,7871631,FALSE,"1600000US1273025","Umatilla city","Florida",3685,"FL","CITY OF UMATILLA","UMATILLA","LAKE"
"3521","Minerva","36207601500000",98340,"General Purpose",0,0,0,0,1016382,0,0,0,0,0,0,1325660,968354,0,3511161,1501149,4304026,0,0,0,5805175,FALSE,"1600000US3950834","Minerva village","Ohio",3684,"OH","VILLAGE OF MINERVA","MINERVA","STARK"
"3522","Highland Falls","33203600700000",42649,"General Purpose",24061341,4586830,244215,0,0,0,4019492,0,14836508,0,223066,1711154,797165,0,5847399,275122,8080596,0,0,0,8355718,FALSE,"1600000US3634495","Highland Falls village","New York",3684,"NY","VILLAGE OF HIGHLAND FALLS","HIGHLAND FALLS","ORANGE"
"3523","Deer Park","14204950100000",111861,"General Purpose",789596,0,776197,0,0,0,0,0,0,0,13399,1036638,133085,0,3676273,640684,4205312,0,0,0,4845996,FALSE,"1600000US1719083","Deer Park village","Illinois",3681,"IL","VILLAGE OF DEER PARK","DEER PARK","LAKE"
"3524","Camden","43200300200000",46635,"General Purpose",12106834,436778,62176,117683,0,11207583,0,1515204,203584,0,79030,3520979,0,21310,3510764,532763,6520290,0,0,0,7053053,FALSE,"1600000US4710560","Camden city","Tennessee",3674,"TN","CITY OF CAMDEN","CAMDEN","BENTON"
"3525","Jamestown","34204100500000",123258,"General Purpose",4117151,0,675977,0,0,0,574313,0,378092,0,140489,5089263,171781,2504092,3634950,4241733,7158353,0,0,0,11400086,FALSE,"1600000US3734300","Jamestown town","North Carolina",3668,"NC","TOWN OF JAMESTOWN","JAMESTOWN","GUILFORD"
"3526","Hohenwald","43205100100000",87880,"General Purpose",10343860,5050010,471018,0,3067741,0,0,243173,188810,0,0,5065485,195767,307262,3110791,1012764,7666541,0,0,0,8679305,FALSE,"1600000US4735160","Hohenwald city","Tennessee",3668,"TN","CITY OF HOHENWALD","HOHENWALD","LEWIS"
"3527","Paoli","15205900300000",170670,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23383454,1228629,22154825,0,0,0,23383454,FALSE,"1600000US1857780","Paoli town","Indiana",3666,"IN","TOWN OF PAOLI","PAOLI","ORANGE"
"3528","Franklinton","19205900300000",45986,"General Purpose",11430937,6397435,502847,46769,0,0,3292440,0,794675,0,396771,2977741,102457,177869,3782921,479573,6561415,0,0,0,7040988,FALSE,"1600000US2227190","Franklinton town","Louisiana",3662,"LA","TOWN OF FRANKLINTON","FRANKLINTON","WASHINGTON"
"3529","Knox","15207500200000",112885,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10056562,-297591,10354153,0,0,0,10056562,FALSE,"1600000US1840374","Knox city","Indiana",3662,"IN","CITY OF KNOX","KNOX","STARKE"
"3530","Long Prairie","24207700800000",90255,"General Purpose",29490127,25783733,2196484,0,0,0,1120454,204056,244933,0,30428,4657604,125560,1423381,2892842,1747591,7351796,0,0,0,9099387,FALSE,"1600000US2738060","Long Prairie city","Minnesota",3661,"MN","CITY OF LONG PRAIRIE","LONG PRAIRIE","TODD"
"3531","Elgin","37201600300000",125555,"General Purpose",34767,0,34767,0,0,3439412,0,0,0,0,0,1125965,52006,349455,1973703,-1561635,5062764,0,0,0,3501129,FALSE,"1600000US4023450","Elgin city","Oklahoma",3656,"OK","TOWN OF ELGIN","ELGIN","COMANCHE"
"3532","Harrisburg","38202200400000",85792,"General Purpose",16124625,13922617,448870,0,0,236248,1466744,13921,0,0,50146,1806289,52169,0,2765909,-845032,5469399,0,0,0,4624367,FALSE,"1600000US4132550","Harrisburg city","Oregon",3652,"OR","CITY OF HARRISBURG","HARRISBURG","LINN"
"3533","Thomasville","01201300500000",90265,"General Purpose",33283776,14243947,1378270,0,0,1315656,1382493,0,0,0,313686,4810544,338306,440836,11890555,3466729,14013512,0,0,0,17480241,FALSE,"1600000US0175960","Thomasville city","Alabama",3649,"AL","CITY OF THOMASVILLE","THOMASVILLE","CLARKE"
"3534","Fulton","14209800500000",72103,"General Purpose",6499625,3681000,15621,205170,0,2597834,700260,0,0,0,0,1580833,133236,0,2399037,82373,4030733,0,0,0,4113106,FALSE,"1600000US1728144","Fulton city","Illinois",3647,"IL","CITY OF FULTON","FULTON","WHITESIDE"
"3535","Stanford","18206900300000",89776,"General Purpose",16668400,8668136,759248,143338,2038315,275123,3817128,0,967112,0,0,2334505,431677,545670,2353701,37241,5628312,0,0,0,5665553,FALSE,"1600000US2173110","Stanford city","Kentucky",3640,"KY","CITY OF STANFORD","STANFORD","LINCOLN"
"3536","Two Harbors","24203800200000",46806,"General Purpose",20774668,4051979,1620587,0,0,7852200,2988569,191123,3145575,0,1115758,13353358,566316,1667912,5249052,3282777,17553861,0,0,0,20836638,FALSE,"1600000US2765956","Two Harbors city","Minnesota",3633,"MN","CITY OF TWO HARBORS","TWO HARBORS","LAKE"
"3537","Fairbury","14205300700000",100155,"General Purpose",15835260,370000,0,398794,0,15063576,0,0,0,0,0,2630171,69716,0,3898603,2914909,3683581,0,0,0,6598490,FALSE,"1600000US1724764","Fairbury city","Illinois",3633,"IL","CITY OF FAIRBURY","FAIRBURY","LIVINGSTON"
"3538","Osage","16206600500000",113937,"General Purpose",0,686000,0,0,0,6150000,626282,0,0,0,94320,2684052,962161,8400,3031011,210613,6475011,0,0,0,6685624,FALSE,"1600000US1959745","Osage city","Iowa",3627,"IA","CITY OF OSAGE","OSAGE","MITCHELL"
"3539","Cedar Springs","23204100200000",78068,"General Purpose",10560680,9240000,511221,0,0,0,672897,0,0,0,42501,2080894,732110,3095,1785796,887323,3714572,0,0,0,4601895,FALSE,"1600000US2614200","Cedar Springs city","Michigan",3627,"MI","CITY OF CEDAR SPRINGS","CEDAR SPRINGS","KENT"
"3540","Delta","45201400100000",88531,"General Purpose",3695993,2478000,791583,0,0,0,198945,0,0,0,51542,1887321,628561,4281191,1891240,558258,8130055,0,0,0,8688313,FALSE,"1600000US4918910","Delta city","Utah",3622,"UT","CITY OF DELTA","DELTA","MILLARD"
"3541","Jasper","10202400100000",69407,"General Purpose",3564274,0,373524,0,0,248946,2681883,0,137157,0,122764,2574731,148935,255098,1213615,433317,3759062,0,0,0,4192379,FALSE,"1600000US1235375","Jasper city","Florida",3621,"FL","CITY OF JASPER","JASPER","HAMILTON"
"3542","Jasper","43205850300000",87887,"General Purpose",2783633,1067490,349205,379335,301745,414542,0,0,0,0,30823,2576504,124692,223948,2077858,1034699,3968303,0,0,0,5003002,FALSE,"1600000US4737820","Jasper town","Tennessee",3612,"TN","TOWN OF JASPER","JASPER","MARION"
"3543","Farmersville","44204300500000",129610,"General Purpose",15492537,6476571,1120217,173508,0,243091,364879,0,94613,0,95327,7610272,260977,395320,3109561,372556,11003574,1695124,4940,54173,11376130,FALSE,"1600000US4825488","Farmersville city","Texas",3612,"TX","CITY OF FARMERSVILLE","FARMERSVILLE","COLLIN"
"3544","Eastland","44206700300000",54076,"General Purpose",13702028,11700000,637815,0,0,805734,336239,0,127710,0,94530,3951523,235578,694415,3409704,951448,7339772,0,0,0,8291220,FALSE,"1600000US4822132","Eastland city","Texas",3609,"TX","CITY OF EASTLAND","EASTLAND","EASTLAND"
"3545","Tolono","14201002000000",93152,"General Purpose",4779195,2315000,46968,394880,1440000,582347,230660,0,0,0,0,1003555,0,0,2466474,746249,2723780,0,0,0,3470029,FALSE,"1600000US1775614","Tolono village","Illinois",3604,"IL","VILLAGE OF TOLONO","TOLONO","CHAMPAIGN"
"3546","Oregon","14207100700000",73402,"General Purpose",8220347,1835000,12033,0,4549350,1165233,434756,0,0,0,0,2091209,251940,2084997,2523527,3223004,3728669,0,0,0,6951673,FALSE,"1600000US1756484","Oregon city","Illinois",3604,"IL","CITY OF OREGON","OREGON","OGLE"
"3547","Etowah","43205400300000",38551,"General Purpose",29590102,12480957,5181993,558408,138417,4695563,3400171,0,691902,0,78953,32322057,3197375,954458,3517834,4305233,35686491,0,0,0,39991724,FALSE,"1600000US4724480","Etowah city","Tennessee",3603,"TN","CITY OF ETOWAH","ETOWAH","MCMINN"
"3548","Elkins","04207270100000",101755,"General Purpose",96680,1050000,96680,204641,0,490012,1052670,0,0,0,182744,0,0,0,3392682,-332760,3725442,0,0,0,3392682,FALSE,"1600000US0521190","Elkins city","Arkansas",3602,"AR","CITY OF ELKINS","ELKINS","WASHINGTON"
"3549","Eagle Grove","16209900400000",114228,"General Purpose",0,5575000,0,742447,24157728,0,601458,0,0,0,364927,3793881,672002,14858,4090942,-2195472,10767155,0,0,0,8571683,FALSE,"1600000US1923250","Eagle Grove city","Iowa",3601,"IA","CITY OF EAGLE GROVE","EAGLE GROVE","WRIGHT"
"3550","Beaver City","45200100100000",88516,"General Purpose",6925439,5529000,749430,0,0,0,380009,0,0,0,267000,4704749,796249,997176,1287394,1561100,6224468,0,0,0,7785568,FALSE,"1600000US4904060","Beaver city","Utah",3592,"UT","CITY OF BEAVER","BEAVER","BEAVER"
"3551","Welch","49202400800000",39756,"General Purpose",16146662,14895920,474646,0,0,0,176530,0,480237,0,119329,3042586,0,1250236,1625992,820182,5098632,0,0,0,5918814,FALSE,"1600000US5485228","Welch city","West Virginia",3590,"WV","CITY OF WELCH","WELCH","MCDOWELL"
"3552","Wheatland","51201600500000",65749,"General Purpose",0,0,0,0,0,707623,2160783,0,0,0,222717,6000990,6013912,0,1488994,-414520,13918416,0,0,0,13503896,FALSE,"1600000US5683040","Wheatland town","Wyoming",3588,"WY","TOWN OF WHEATLAND","WHEATLAND","PLATTE"
"3553","Lake Providence","19201800100000",95162,"General Purpose",95184,0,73949,0,0,0,0,0,0,0,21235,0,576660,274256,300852,117645,1034123,0,0,0,1151768,FALSE,"1600000US2241400","Lake Providence town","Louisiana",3587,"LA","TOWN OF LAKE PROVIDENCE","LAKE PROVIDENCE","EAST CARROLL"
"3554","Manchester","11209900500000",105176,"General Purpose",11820742,6051455,1615649,100540,0,2852692,1000732,0,0,0,199674,2755157,797799,130759,2275589,-2780806,8740110,0,0,0,5959304,FALSE,"1600000US1349532","Manchester city","Georgia",3584,"GA","CITY OF MANCHESTER","MANCHESTER","MERIWETHER"
"3555","Windsor","34200800900000",64991,"General Purpose",4106265,0,358199,0,564116,0,762292,0,2225973,0,195685,6588654,2229413,23868,1451018,465208,9827745,0,0,0,10292953,FALSE,"1600000US3774680","Windsor town","North Carolina",3582,"NC","TOWN OF WINDSOR","WINDSOR","BERTIE"
"3556","Oneill","28204500600000",109369,"General Purpose",3701577,1640000,35150,0,0,2026427,0,0,0,0,0,2788669,653696,653696,3187077,1431570,5851568,0,0,0,7283138,FALSE,"1600000US3137105","O'Neill city","Nebraska",3581,"NE","CITY OF ONEILL","O' NEILL","HOLT"
"3557","Gatlinburg","43207800100000",87863,"General Purpose",46748357,41163199,2403554,0,0,0,0,6429101,1112938,0,2068666,12511425,1602741,1051221,36351878,7970807,43546458,0,0,0,51517265,FALSE,"1600000US4728800","Gatlinburg city","Tennessee",3577,"TN","CITY OF GATLINBURG","GATLINBURG","SEVIER"
"3558","Northern Cambria Borough","39201130100000",126314,"General Purpose",0,0,0,0,58004,0,0,0,0,0,0,361681,1501975,0,1116484,206239,2773901,0,0,0,2980140,FALSE,"1600000US4255000","Northern Cambria borough","Pennsylvania",3560,"PA","BOROUGH OF NORTHERN CAMBRIA","NORTHERN CAMBRIA","CAMBRIA"
"3559","Clifton Forge","47200330100000",326388,"General Purpose",10498496,2154641,1114358,183726,3047941,2416185,1274014,0,116349,0,108782,3163951,901414,72376,2204786,196446,6146081,0,0,0,6342527,FALSE,"1600000US5117440","Clifton Forge town","Virginia",3555,"VA","TOWN OF CLIFTON FORGE","CLIFTON FORGE","ALLEGHANY"
"3560","Gravette","04200400700000",110925,"General Purpose",109887,5120000,109887,0,0,105966,2320614,0,0,0,132778,0,0,0,4384506,-292144,4676650,0,0,0,4384506,FALSE,"1600000US0528360","Gravette city","Arkansas",3547,"AR","CITY OF GRAVETTE","GRAVETTE","BENTON"
"3561","Hainesville","14204900700000",92380,"General Purpose",273345,0,86655,0,87249,0,46116,0,0,0,15182,1180231,146540,0,1756392,-141366,3224529,0,0,0,3083163,FALSE,"1600000US1732200","Hainesville village","Illinois",3546,"IL","VILLAGE OF HAINESVILLE","HAINESVILLE","LAKE"
"3562","Toledo","38202100600000",87066,"General Purpose",10215198,6954980,555106,0,0,0,2489155,0,215957,0,0,3190417,60938,552561,4938450,1065272,7677094,0,0,0,8742366,FALSE,"1600000US4174000","Toledo city","Oregon",3546,"OR","CITY OF TOLEDO","TOLEDO","LINCOLN"
"3563","Ozark","04202400500000",96238,"General Purpose",235615,8255000,235615,0,0,30383,949748,0,0,0,111740,0,0,0,4777952,28553,4749399,0,0,0,4777952,FALSE,"1600000US0552970","Ozark city","Arkansas",3542,"AR","CITY OF OZARK","OZARK","FRANKLIN"
"3564","Blanchard","19200970100000",95143,"General Purpose",16635605,14867600,916602,0,0,0,552257,0,0,0,26333,4498311,42057,32716,909575,380793,5101866,0,0,0,5482659,FALSE,"1600000US2207730","Blanchard town","Louisiana",3538,"LA","TOWN OF BLANCHARD","BLANCHARD","CADDO"
"3565","Riverton","14208401800000",92935,"General Purpose",4574094,1603000,964461,0,822276,0,1184357,0,0,0,0,5789441,4319,0,1156241,-554759,7504760,0,0,0,6950001,FALSE,"1600000US1764486","Riverton village","Illinois",3532,"IL","VILLAGE OF RIVERTON","RIVERTON","SANGAMON"
"3566","Centerville","43204100100000",129325,"General Purpose",7846782,4238000,1414699,0,1624204,0,569879,0,0,0,0,5994813,280579,388026,2846844,968976,8541286,0,0,0,9510262,FALSE,"1600000US4712420","Centerville town","Tennessee",3532,"TN","TOWN OF CENTERVILLE","CENTERVILLE","HICKMAN"
"3567","Mariemont","36203102000000",98327,"General Purpose",0,323000,0,0,261587,0,0,0,0,0,0,574101,733124,0,4265394,749392,4823227,0,0,0,5572619,FALSE,"1600000US3947600","Mariemont village","Ohio",3518,"OH","VILLAGE OF MARIEMONT","CINCINNATI","HAMILTON"
"3568","Wadsworth","14204980300000",93195,"General Purpose",178189,0,101518,0,0,0,76671,0,0,0,0,155900,0,0,2153352,649146,1660106,0,0,0,2309252,FALSE,"1600000US1778370","Wadsworth village","Illinois",3517,"IL","VILLAGE OF WADSWORTH","WADSWORTH","LAKE"
"3569","Oakland","10204800700000",69813,"General Purpose",14669566,5697457,4532500,0,0,3914571,0,0,298318,0,226721,9060024,339283,6498474,3519383,6986944,12430220,0,0,0,19417164,FALSE,"1600000US1250525","Oakland town","Florida",3516,"FL","TOWN OF OAKLAND","OAKLAND","ORANGE"
"3570","Cleveland","11215400100000",70783,"General Purpose",2889221,0,550867,0,0,1565794,491490,0,0,0,281070,2620274,87571,703379,2556601,60415,5907410,0,0,0,5967825,FALSE,"1600000US1316824","Cleveland city","Georgia",3514,"GA","CITY OF CLEVELAND","CLEVELAND","WHITE"
"3571","Lockland","36203101800000",98317,"General Purpose",0,1385000,0,656245,1114813,0,0,0,0,0,0,662547,0,0,6921726,435400,7148873,0,0,0,7584273,FALSE,"1600000US3944366","Lockland village","Ohio",3514,"OH","VILLAGE OF LOCKLAND","LOCKLAND","HAMILTON"
"3572","Carrollton","26201700300000",119684,"General Purpose",10251343,956072,1123862,1362029,3455000,3264485,0,0,0,0,89896,7403779,148047,140888,3498927,-1292266,12483907,0,0,0,11191641,FALSE,"1600000US2911566","Carrollton city","Missouri",3514,"MO","CITY OF CARROLLTON","CARROLLTON","CARROLL"
"3573","Leroy","14205701300000",72723,"General Purpose",6037961,5280000,333951,0,0,213561,210449,0,0,0,0,2082849,5151,269000,2546486,877102,4026384,0,0,0,4903486,FALSE,"1600000US1742971","Le Roy city","Illinois",3512,"IL","CITY OF LE ROY","LE ROY","MCLEAN"
"3574","Gunnison City","45202000600000",101512,"General Purpose",9239057,8810271,307533,0,0,0,98142,0,0,0,23111,2107571,423611,533520,1413773,1286934,3191541,0,0,0,4478475,FALSE,"1600000US4932660","Gunnison city","Utah",3509,"UT","CITY OF GUNNISON","GUNNISON","SANPETE"
"3575","Durand","23207800400000",78465,"General Purpose",19502743,11983000,389260,1483645,0,622638,2581185,0,2384619,0,54090,2223021,410298,341107,2073540,188891,4859075,786293,18244,0,5047966,FALSE,"1600000US2623500","Durand city","Michigan",3507,"MI","CITY OF DURAND","DURAND","SHIAWASSEE"
"3576","Broken Bow","28202100500000",108776,"General Purpose",15149566,9141889,1035735,19697,4952245,0,0,0,0,0,0,12269997,951803,0,3429604,2193937,14457467,0,0,0,16651404,FALSE,"1600000US3106610","Broken Bow city","Nebraska",3506,"NE","CITY OF BROKEN BOW","BROKEN BOW","CUSTER"
"3577","Blackshear","11211300100000",70746,"General Purpose",8412003,0,275691,0,0,7268655,594119,0,0,0,166636,2102045,83124,663133,2387309,245117,4990494,1588650,859,0,5235611,FALSE,"1600000US1308284","Blackshear city","Georgia",3506,"GA","CITY OF BLACKSHEAR","BLACKSHEAR","PIERCE"
"3578","West Point","28202000300000",108767,"General Purpose",6742858,3450000,886195,1657293,3209858,0,0,0,0,0,39648,9062478,702937,1225394,2690502,1690138,11991173,770322,3219,0,13681311,FALSE,"1600000US3152575","West Point city","Nebraska",3500,"NE","CITY OF WEST POINT","WEST POINT","CUMING"
"3579","New Hampton","16201900700000",113522,"General Purpose",0,240000,0,0,0,2575000,995321,0,0,0,103202,1535807,603338,594205,2626048,-93037,5452435,0,1084945,0,5359398,FALSE,"1600000US1956100","New Hampton city","Iowa",3494,"IA","CITY OF NEW HAMPTON","NEW HAMPTON","CHICKASAW"
