ncesid,nces_original_name,county_nces,city_nces,state,student
4009060,CROOKED OAK,Oklahoma County,Oklahoma City,OK,1220.00000
2709720,CROOKSTON PUBLIC SCHOOL DISTRICT,Polk County,CROOKSTON,MN,1225.00000
3904535,Crooksville Exempted Village,Perry County,Crooksville,OH,1122.00000
4815750,CROSBY ISD,Harris County,CROSBY,TX,6452.00000
2709750,CROSBY-IRONTON PUBLIC SCHOOL DIST.,Crow Wing County,CROSBY,MN,1032.00000
4800001,CROSBYTON CISD,Crosby County,CROSBYTON,TX,332.00000
3100130,CROSS COUNTY COMMUNITY SCHOOLS,Polk County,STROMSBURG,NE,378.00000
4815810,CROSS PLAINS ISD,Callahan County,CROSS PLAINS,TX,359.00000
4815840,CROSS ROADS ISD,Henderson County,MALAKOFF,TX,537.00000
0504800,CROSSETT SCHOOL DISTRICT,Ashley County,CROSSETT,AR,1780.00000
2611140,Croswell-Lexington Community Schools,Sanilac County,CROSWELL,MI,2053.00000
1812060,Crothersville Community Schools,Jackson County,Crothersville,IN,439.00000
3608580,CROTON-HARMON UNION FREE SCHOOL DISTRICT,Westchester County,CROTON ON HUDSON,NY,1597.00000
5900073,Crow Creek Reservation High School,Hyde County,Stephan,SD,261.00000
5900118,Crow Creek Sioux Tribal Elem School,Hyde County,Stephan,SD,166.00000
4103780,Crow-Applegate-Lorane SD 66,Lane County,Eugene,OR,260.00000
4009090,CROWDER,Pittsburg County,Crowder,OK,328.00000
4815870,CROWELL ISD,Foard County,CROWELL,TX,230.00000
0803210,Crowley County School District No. Re-1-J,Crowley County,ORDWAY,CO,425.00000
4815910,CROWLEY ISD,Tarrant County,CROWLEY,TX,15996.00000
0402460,Crown King Elementary District (4483),Yavapai County,CROWN KING,AZ,1.00000
3608610,CROWN POINT CENTRAL SCHOOL DISTRICT,Essex County,CROWN POINT,NY,317.00000
1802490,Crown Point Community School Corp,Lake County,Crown Point,IN,8795.00000
3302550,Croydon School District,Sullivan County,Croydon,NH,26.00000
4009150,CRUTCHO,Oklahoma County,Oklahoma City,OK,350.00000
5900098,Crystal Boarding School,San Juan County,Navajo,NM,110.00000
2910380,CRYSTAL CITY 47,Jefferson County,CRYSTAL CITY,MO,530.00000
4815930,CRYSTAL CITY ISD,Zavala County,CRYSTAL CITY,TX,1910.00000
1711350,Crystal Lake CCSD 47,McHenry County,Crystal Lake,IL,7340.00000
5503030,Cuba City School District,Grant County,Cuba City,WI,653.00000
3500660,CUBA INDEPENDENT SCHOOLS,Sandoval County,CUBA,NM,563.00000
3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,Allegany County,CUBA,NY,838.00000
0616300,Cucamonga Elementary,San Bernardino County,Rancho Cucamonga,CA,2443.00000
5503060,Cudahy School District,Milwaukee County,Cudahy,WI,2296.00000
0610230,Cuddeback Union Elementary,Humboldt County,Carlotta,CA,148.00000
4815960,CUERO ISD,DeWitt County,CUERO,TX,1965.00000
4815990,CULBERSON COUNTY-ALLAMOORE ISD,Culberson County,VAN HORN,TX,386.00000
3007830,Culbertson Elem,Roosevelt County,Culbertson,MT,191.00000
3007860,Culbertson H S,Roosevelt County,Culbertson,MT,84.00000
1600870,CULDESAC JOINT DISTRICT,Nez Perce County,CULDESAC,ID,107.00000
0100990,Cullman City,Cullman County,Cullman,AL,3157.00000
0101020,Cullman County,Cullman County,Cullman,AL,9349.00000
5101050,CULPEPER CO PBLC SCHS,Culpeper County,Culpeper,VA,8516.00000
0610260,Culver City Unified,Los Angeles County,Culver City,CA,7106.00000
1802520,Culver Community Schools Corp,Marshall County,Culver,IN,829.00000
4103840,Culver SD 4,Jefferson County,Culver,OR,687.00000
4400270,Cumberland,Providence County,Cumberland,RI,4668.00000
5101080,CUMBERLAND CO PBLC SCHS,Cumberland County,Cumberland,VA,1321.00000
2101410,Cumberland County,Cumberland County,Burkesville,KY,980.00000
4700900,Cumberland County,Cumberland County,Crossville,TN,7303.00000
3700011,Cumberland County Schools,Cumberland County,Fayetteville,NC,50750.00000
1739090,Cumberland CUSD 77,Cumberland County,Toledo,IL,1038.00000
3403620,CUMBERLAND REGIONAL SCHOOL DISTRICT,Cumberland County,Bridgeton,NJ,1024.00000
5503090,Cumberland School District,Barron County,Cumberland,WI,1006.00000
4207110,Cumberland Valley SD,Cumberland County,Mechanicsburg,PA,9436.00000
4816020,CUMBY ISD,Hopkins County,CUMBY,TX,396.00000
2005370,Cunningham,Kingman County,Cunningham,KS,202.00000
0610290,Cupertino Union,Santa Clara County,Cupertino,CA,16718.00000
5301890,Curlew School District,Ferry County,CURLEW,WA,220.00000
3701080,Currituck County Schools,Currituck County,Currituck,NC,4226.00000
0610320,Curtis Creek Elementary,Tuolumne County,Sonora,CA,495.00000
4207140,Curwensville Area SD,Clearfield County,Curwensville,PA,1038.00000
1742180,CUSD 200,DuPage County,Wheaton,IL,12319.00000
1741980,CUSD 201,DuPage County,Westmont,IL,1343.00000
1711400,CUSD 3 Fulton County,Fulton County,Cuba,IL,414.00000
1708550,CUSD 300,McHenry County,Algonquin,IL,20613.00000
1730270,CUSD 308,Kendall County,Oswego,IL,17650.00000
1725590,CUSD 4,Adams County,Mendon,IL,654.00000
4009240,CUSHING,Payne County,Cushing,OK,1775.00000
4816080,CUSHING ISD,Nacogdoches County,CUSHING,TX,562.00000
5301920,Cusick School District,Pend Oreille County,CUSICK,WA,246.00000
3007930,Custer County H S,Custer County,Miles City,MT,510.00000
0807200,Custer County School District Consolidate 1,Custer County,WESTCLIFFE,CO,395.00000
3008130,Custer K-12 Schools,Yellowstone County,Custer,MT,85.00000
4616950,Custer School District 16-1,Custer County,Custer,SD,930.00000
3000003,Cut Bank Elem,Glacier County,Cut Bank,MT,553.00000
3008190,Cut Bank H S,Glacier County,Cut Bank,MT,210.00000
2300065,Cutler Public Schools,Washington County,Machias,ME,96.00000
0610350,Cutler-Orosi Joint Unified,Tulare County,Orosi,CA,4123.00000
0610380,Cutten Elementary,Humboldt County,Eureka,CA,639.00000
0504860,CUTTER-MORNING STAR SCH. DIST.,Garland County,HOT SPRINGS,AR,695.00000
3904383,Cuyahoga Falls City,Summit County,Cuyahoga Falls,OH,4476.00000
3904655,Cuyahoga Heights Local,Cuyahoga County,Cuyahoga Heights,OH,862.00000
0600009,Cuyama Joint Unified,Santa Barbara County,New Cuyama,CA,204.00000
0610440,Cypress Elementary,Orange County,Cypress,CA,3813.00000
1711520,Cypress SD 64,Johnson County,Cypress,IL,120.00000
4816110,CYPRESS-FAIRBANKS ISD,Harris County,HOUSTON,TX,117446.00000
4009300,CYRIL,Caddo County,Cyril,OK,334.00000
5513170,D C Everest Area School District,Marathon County,Weston,WI,6017.00000
4816140,D'HANIS ISD,Medina County,D'HANIS,TX,353.00000
3700429,D.C. Virgo Preparatory Academy,New Hanover County,Wilmington,NC,216.00000
1301590,Dade County,Dade County,Trenton,GA,2199.00000
2910440,DADEVILLE R-II,Dade County,DADEVILLE,MO,171.00000
4900180,Daggett District,Daggett County,MANILA,UT,219.00000
4009360,DAHLONEGAH,Adair County,Stilwell,OK,137.00000
4816180,DAINGERFIELD-LONE STAR ISD,Morris County,DAINGERFIELD,TX,1020.00000
1711610,Dakota CUSD 201,Stephenson County,Dakota,IL,821.00000
3800040,DAKOTA PRAIRIE 1,Nelson County,Petersburg,ND,297.00000
4636990,Dakota Valley School District 61-8,Union County,North Sioux City,SD,1381.00000
4009390,DALE,Pottawatomie County,Dale,OK,784.00000
0101050,Dale County,Dale County,Ozark,AL,3259.00000
0101080,Daleville City,Dale County,Daleville,AL,1142.00000
1809840,Daleville Community Schools,Delaware County,Daleville,IN,974.00000
4816200,DALHART ISD,Dallam County,DALHART,TX,1691.00000
1908520,Dallas Center-Grimes Comm School District,Dallas County,Dallas Center,IA,3478.00000
2906120,DALLAS CO. R-I,Dallas County,BUFFALO,MO,1780.00000
0101110,Dallas County,Dallas County,Selma,AL,2880.00000
1701388,Dallas ESD 327,Hancock County,Dallas City,IL,193.00000
4816230,DALLAS ISD,Dallas County,DALLAS,TX,153861.00000
4207200,Dallas SD,Luzerne County,Dallas,PA,2511.00000
4103860,Dallas SD 2,Polk County,Dallas,OR,3222.00000
4207230,Dallastown Area SD,York County,Dallastown,PA,6469.00000
3905054,Dalton Local,Wayne County,Dalton,OH,901.00000
1301620,Dalton Public Schools,Whitfield County,Dalton,GA,7883.00000
3621450,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),Livingston County,NUNDA,NY,632.00000
1711700,Dalzell SD 98,Bureau County,Dalzell,IL,60.00000
2304830,Damariscotta Public Schools,Lincoln County,Damariscotta,ME,78.00000
1711730,Damiansville SD 62,Clinton County,Damiansville,IL,106.00000
5301950,Damman School District,Kittitas County,ELLENSBURG,WA,37.00000
4816260,DAMON ISD,Brazoria County,DAMON,TX,114.00000
4816290,DANBURY ISD,Brazoria County,DANBURY,TX,798.00000
3904893,Danbury Local,Ottawa County,Lakeside Marblehead,OH,528.00000
0901020,Danbury School District,Fairfield County,Danbury,CT,11903.00000
4207290,Daniel Boone Area SD,Berks County,BIRDSBORO,PA,3254.00000
3608790,DANSVILLE CENTRAL SCHOOL DISTRICT,Livingston County,DANSVILLE,NY,1479.00000
2611400,Dansville Schools,Ingham County,DANSVILLE,MI,746.00000
2503990,Danvers,Essex County,Danvers,MA,3417.00000
4207320,Danville Area SD,Montour County,Danville,PA,2271.00000
1711790,Danville CCSD 118,Vermilion County,Danville,IL,5351.00000
5101110,DANVILLE CITY PBLC SCHS,Danville city,Danville,VA,5702.00000
1908550,Danville Comm School District,Des Moines County,Danville,IA,736.00000
1802550,Danville Community School Corp,Hendricks County,Danville,IN,2487.00000
4200049,Danville Ctr Adolescent Female,Montour County,Danville,PA,32.00000
2101440,Danville Independent,Boyle County,Danville,KY,1971.00000
3904783,Danville Local,Knox County,Danville,OH,637.00000
0504890,DANVILLE SCHOOL DISTRICT,Yell County,DANVILLE,AR,861.00000
5003450,Danville School District,Caledonia County,Danville,VT,379.00000
3008280,Darby K-12 Schools,Ravalli County,Darby,MT,329.00000
0504930,DARDANELLE SCHOOL DISTRICT,Yell County,DARDANELLE,AR,2098.00000
3701110,Dare County Schools,Dare County,Nags Head,NC,5388.00000
0901050,Darien School District,Fairfield County,Darien,CT,4737.00000
1721450,Darien SD 61,DuPage County,Darien,IL,1388.00000
4009420,DARLINGTON,Canadian County,El Reno,OK,227.00000
4501860,Darlington 01,Darlington County,Darlington,SC,9849.00000
5503150,Darlington Community School District,Lafayette County,Darlington,WI,852.00000
5301980,Darrington School District,Snohomish County,DARRINGTON,WA,453.00000
4816320,DARROUZETT ISD,Lipscomb County,DARROUZETT,TX,138.00000
2504020,Dartmouth,Bristol County,Dartmouth,MA,3580.00000
2710060,DASSEL-COKATO PUBLIC SCHOOL DIST.,Wright County,COKATO,MN,2217.00000
4009450,DAVENPORT,Lincoln County,Davenport,OK,414.00000
1908580,Davenport Comm School District,Scott County,Davenport,IA,15324.00000
5302010,Davenport School District,Lincoln County,DAVENPORT,WA,593.00000
3008310,Davey Elem,Hill County,Havre,MT,13.00000
3100002,DAVID CITY PUBLIC SCHOOLS,Butler County,DAVID CITY,NE,683.00000
4103940,David Douglas SD 40,Multnomah County,Portland,OR,9818.00000
4000798,DAVIDSON,Tillman County,Davidson,OK,37.00000
3200021,DAVIDSON ACADEMY SCHOOL DISTRICT,Washoe County,Reno,NV,178.00000
4703180,Davidson County,Davidson County,Nashville,TN,85588.00000
3701140,Davidson County Schools,Davidson County,Lexington,NC,18723.00000
3701170,Davie County Schools,Davie County,Mocksville,NC,6202.00000
4400004,Davies Career and Tech,Providence County,Lincoln,RI,894.00000
2101470,Daviess County,Daviess County,Owensboro,KY,12048.00000
4009510,DAVIS,Murray County,Davis,OK,962.00000
1908610,Davis County Comm School District,Davis County,Bloomfield,IA,1300.00000
4900210,Davis District,Davis County,FARMINGTON,UT,74773.00000
0610620,Davis Joint Unified,Yolo County,Davis,CA,8546.00000
2910470,DAVIS R-XII,Henry County,CLINTON,MO,44.00000
2611430,Davison Community Schools,Genesee County,Davison,MI,5756.00000
1301650,Dawson County,Dawson County,Dawsonville,GA,3640.00000
3008340,Dawson H S,Dawson County,Glendive,MT,333.00000
4816350,DAWSON ISD,Dawson County,WELCH,TX,138.00000
4816380,DAWSON ISD,Navarro County,DAWSON,TX,563.00000
2101500,Dawson Springs Independent,Hopkins County,Dawson Springs,KY,605.00000
2710090,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,Lac qui Parle County,DAWSON,MN,564.00000
3904792,Dawson-Bryant Local,Lawrence County,Coal Grove,OH,1135.00000
4700930,Dayton,Rhea County,Dayton,TN,879.00000
3904384,Dayton City,Montgomery County,Dayton,OH,12446.00000
2101530,Dayton Independent,Campbell County,Dayton,KY,1003.00000
4816410,DAYTON ISD,Liberty County,DAYTON,TX,5564.00000
2304860,Dayton Public Schools,York County,Biddeford,ME,329.00000
3901374,Dayton Regional STEM School,Montgomery County,Kettering,OH,728.00000
5302040,Dayton School District,Columbia County,DAYTON,WA,432.00000
4103990,Dayton SD 8,Yamhill County,Dayton,OR,1009.00000
4104020,Dayville SD 16J,Grant County,Dayville,OR,55.00000
4400009,DCYF,Providence County,Cranston,RI,31.00000
0803240,De Beque Joint District No. 49 of the counties of Mesa and,Mesa County,DE BEQUE,CO,164.00000
5503180,De Forest Area School District,Dane County,De Forest,WI,3951.00000
1700178,De Kalb ROE,DeKalb County,Dekalb,IL,24.00000
4816440,DE LEON ISD,Comanche County,DE LEON,TX,745.00000
5503210,De Pere School District,Brown County,De Pere,WI,4553.00000
4617850,De Smet School District 38-2,Kingsbury County,De Smet,SD,300.00000
2005490,De Soto,Johnson County,De Soto,KS,7467.00000
5503240,De Soto Area School District,Vernon County,De Soto,WI,508.00000
4500004,Deaf & Blind School,Spartanburg County,Spartanburg,SC,200.00000
3700320,Deaf and Blind Schools,Wake County,Raleigh,NC,182.00000
1202016,DEAF/BLIND,St. Johns County,ST AUGUSTINE,FL,519.00000
3403630,Deal Boro School District,Monmouth County,Deal,NJ,162.00000
2611600,Dearborn City School District,Wayne County,DEARBORN,MI,20614.00000
2611610,Dearborn Heights School District #7,Wayne County,DEARBORN HEIGHTS,MI,2535.00000
0610680,Death Valley Unified,Inyo County,Shoshone,CA,24.00000
0101170,Decatur City,Morgan County,Decatur,AL,8842.00000
1301710,Decatur County,Decatur County,Bainbridge,GA,4732.00000
4700960,Decatur County,Decatur County,Decaturville,TN,1601.00000
1802610,Decatur County Community Schools,Decatur County,Greensburg,IN,1937.00000
4816500,DECATUR ISD,Wise County,DECATUR,TX,3464.00000
2611670,Decatur Public Schools,Van Buren County,DECATUR,MI,753.00000
0504980,DECATUR SCHOOL DISTRICT,Benton County,DECATUR,AR,572.00000
1711850,Decatur SD 61,Macon County,Decatur,IL,8756.00000
2611700,Deckerville Community School District,Sanilac County,DECKERVILLE,MI,584.00000
1908730,Decorah Community School District,Winneshiek County,Decorah,IA,1766.00000
2504050,Dedham,Norfolk County,Dedham,MA,2736.00000
2304890,Dedham Public Schools,Hancock County,Orrington,ME,214.00000
0901080,Deep River School District,Middlesex County,Deep River,CT,235.00000
4009570,DEER CREEK,Oklahoma County,Edmond,OK,6872.00000
3008470,Deer Creek Elem,Dawson County,Glendive,MT,12.00000
4017020,DEER CREEK-LAMONT,Grant County,Lamont,OK,141.00000
1711880,Deer Creek-Mackinaw CUSD 701,Tazewell County,Mackinaw,IL,1031.00000
2304895,Deer Isle-Stonington CSD,Hancock County,Deer Isle,ME,328.00000
4207540,Deer Lakes SD,Allegheny County,Cheswick,PA,1871.00000
3008670,Deer Lodge Elem,Powell County,Deer Lodge,MT,400.00000
1711910,Deer Park CCSD 82,LaSalle County,Ottawa,IL,79.00000
3904385,Deer Park Community City,Hamilton County,Cincinnati,OH,1238.00000
3008700,Deer Park Elem,Flathead County,Columbia Falls,MT,173.00000
4816530,DEER PARK ISD,Harris County,DEER PARK,TX,12766.00000
5302070,Deer Park School District,Spokane County,DEER PARK,WA,2660.00000
3608880,DEER PARK UNION FREE SCHOOL DISTRICT,Suffolk County,DEER PARK,NY,4076.00000
2710140,DEER RIVER PUBLIC SCHOOL DISTRICT,Itasca County,DEER RIVER,MN,952.00000
0803270,Deer Trail School District No. 26J,Arapahoe County,DEER TRAIL,CO,253.00000
0407750,Deer Valley Unified District (4246),Maricopa County,PHOENIX,AZ,34645.00000
0500072,DEER/MT. JUDEA SCHOOL DISTRICT,Newton County,DEER,AR,454.00000
2504080,Deerfield,Franklin County,South Deerfield,MA,386.00000
2005400,Deerfield,Kearny County,Deerfield,KS,201.00000
5503270,Deerfield Community School District,Dane County,Deerfield,WI,761.00000
3008730,Deerfield Elem,Fergus County,Lewistown,MT,15.00000
3302580,Deerfield School District,Merrimack County,Pembroke,NH,533.00000
1711980,Deerfield SD 109,Lake County,Deerfield,IL,2889.00000
3403660,Deerfield Township School District,Cumberland County,ROSENHAYN,NJ,273.00000
3904386,Defiance City,Defiance County,Defiance,OH,2390.00000
0610710,Dehesa Elementary,San Diego County,El Cajon,CA,155.00000
1801590,DeKalb Co Ctl United Sch Dist,DeKalb County,Waterloo,IN,3660.00000
1803060,DeKalb Co Eastern Com Sch Dist,DeKalb County,Butler,IN,1373.00000
0101140,DeKalb County,DeKalb County,Rainsville,AL,8973.00000
1301740,DeKalb County,DeKalb County,DECATUR,GA,98800.00000
4700990,DeKalb County,DeKalb County,Smithville,TN,2965.00000
1712000,DeKalb CUSD 428,DeKalb County,DeKalb,IL,6579.00000
4816570,DEKALB ISD,Bowie County,DEKALB,TX,810.00000
0610740,Del Mar Union Elementary,San Diego County,San Diego,CA,4132.00000
0691063,Del Norte County Office of Education,Del Norte County,Crescent City,CA,346.00000
0610770,Del Norte County Unified,Del Norte County,Crescent City,CA,3706.00000
4816620,DEL VALLE ISD,Travis County,DEL VALLE,TX,10968.00000
3403690,Delanco Township School District,Burlington County,Delanco,NJ,426.00000
1712030,Deland-Weldon CUSD 57,Piatt County,De Land,IL,199.00000
0610860,Delano Joint Union High,Kern County,Delano,CA,4263.00000
2710170,DELANO PUBLIC SCHOOL DISTRICT,Wright County,DELANO,MN,2495.00000
0610890,Delano Union Elementary,Kern County,Delano,CA,6687.00000
1712060,Delavan CUSD 703,Tazewell County,Delavan,IL,479.00000
5503640,Delavan-Darien School District,Walworth County,Delavan,WI,1976.00000
3608910,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,Delaware County,DELHI,NY,770.00000
3904387,Delaware City,Delaware County,Delaware,OH,5696.00000
1802660,Delaware Community School Corp,Delaware County,Muncie,IN,2666.00000
3403720,Delaware Township School District,Hunterdon County,Sergeantsville,NJ,382.00000
3403750,Delaware Valley Regional High School District,Hunterdon County,FRENCHTOWN,NJ,728.00000
4207530,Delaware Valley SD,Pike County,Milford,PA,4461.00000
0600039,Delhi Unified,Merced County,Delhi,CA,2580.00000
4816650,DELL CITY ISD,Hudspeth County,DELL CITY,TX,67.00000
4618120,Dell Rapids School District 49-3,Minnehaha County,Dell Rapids,SD,991.00000
1000270,Delmar School District,Sussex County,Delmar,DE,1395.00000
1802700,Delphi Community School Corp,Carroll County,Delphi,IN,1390.00000
0610980,Delphic Elementary,Siskiyou County,Montague,CA,62.00000
3904388,Delphos City,Van Wert County,Delphos,OH,936.00000
3403780,Delran Township School District,Burlington County,Delran,NJ,3038.00000
3415450,DELSEA REGIONAL HIGH SCHOOL DISTRICT,Gloucester County,Franklinville,NJ,1675.00000
2905730,DELTA C-7,Pemiscot County,DEERING,MO,194.00000
0803330,Delta County Joint District No. 50,Delta County,DELTA,CO,5032.00000
2910620,DELTA R-V,Cape Girardeau County,DELTA,MO,218.00000
0200100,DELTA/GREELY SCHOOL DISTRICT,Southeast Fairbanks Census Area,Delta Junction,AK,791.00000
2611910,Delton Kellogg Schools,Barry County,DELTON,MI,1183.00000
1908880,Delwood Comm School District,Clinton County,Delmar,IA,156.00000
3403810,Demarest School District,Bergen County,Demarest,NJ,711.00000
3500690,DEMING PUBLIC SCHOOLS,Luna County,DEMING,NM,5468.00000
